time,valor
0.0,87.18879996706517
0.005,89.4183248215938
0.01,91.65014167810742
0.015,93.86541264206346
0.02,96.05019894297425
0.025,98.20262948027217
0.03,100.32776126141641
0.035,102.42692636485822
0.04,104.49606680369426
0.045,106.53265498835965
0.05,108.53970709541066
0.055,110.52337485708118
0.06,112.48913353623837
0.065,114.43982521941652
0.07,116.37595667294029
0.075,118.29666360503694
0.08,120.19926605852332
0.085,122.0774323239361
0.09,123.92199710385955
0.095,125.72551159868614
0.1,127.4831977276814
0.105,129.1890497102299
0.11,130.8332747682157
0.115,132.4042519564653
0.12,133.89452536277264
0.125,135.30402374487954
0.13,136.638278948426
0.135,137.9072608343341
0.14,139.12145212051075
0.145,140.28352211186626
0.15,141.38771773386367
0.155,142.42949692059622
0.16,143.41141903450665
0.165,144.34069098947015
0.17,145.22485132139724
0.17500000000000002,146.0683198787822
0.18,146.87216757060162
0.185,147.635278707252
0.19,148.3534780505176
0.195,149.02157258468483
0.2,149.63626676506948
0.20500000000000002,150.19194717427388
0.21,150.67447992352157
0.215,151.06248993809658
0.22,151.3357416637328
0.225,151.4829135725258
0.23,151.50338646813006
0.23500000000000001,151.40493678033042
0.24,151.19922011837076
0.245,150.89471073671356
0.25,150.49377805138377
0.255,150.00057821722896
0.26,149.42952577772317
0.265,148.80218364805236
0.27,148.13949123323368
0.275,147.45751441722328
0.28,146.76390427152785
0.28500000000000003,146.05628112429156
0.29,145.3264932801419
0.295,144.56634831691173
0.3,143.76746092284168
0.305,142.917453254534
0.31,142.00185612736652
0.315,141.01131469461015
0.32,139.9448505882026
0.325,138.80770371922318
0.33,137.6084675783389
0.335,136.35582904018423
0.34,135.05325039893197
0.34500000000000003,133.69462889064135
0.35000000000000003,132.26801647664317
0.355,130.7641648910811
0.36,129.17756234472932
0.365,127.5033386774688
0.37,125.74097200134199
0.375,123.90090702864103
0.38,122.00428294193453
0.385,120.07443911013314
0.39,118.12860363367244
0.395,116.17493281168655
0.4,114.21211067187379
0.405,112.23107114009437
0.41000000000000003,110.21947492453226
0.41500000000000004,108.16728345389552
0.42,106.06928355065224
0.425,103.92235042178507
0.43,101.72433054887247
0.435,99.47858349963786
0.44,97.198016034284
0.445,94.90527136026591
0.45,92.63032344646076
0.455,90.40363421010761
0.46,88.24579304791224
0.465,86.16153573037546
0.47000000000000003,84.14333446388409
0.47500000000000003,82.18062063886575
0.48,80.264654082703
0.485,78.38460908822977
0.49,76.5238144476371
0.495,74.66398746032093
0.5,72.7914332194405
0.505,70.89927669710586
0.51,68.98722285711041
0.515,67.05809250016343
0.52,65.11265184862387
0.525,63.147913861465014
0.53,61.16146594504737
0.535,59.158561672574244
0.54,57.1520468656236
0.545,55.15774737105373
0.55,53.19422211388788
0.555,51.279811486309754
0.56,49.426821321048905
0.5650000000000001,47.64229385774402
0.5700000000000001,45.92986752533356
0.5750000000000001,44.28911260163206
0.58,42.71892825749629
0.585,41.2203318397155
0.59,39.79436666420531
0.595,38.4420635319992
0.6,37.166370666796595
0.605,35.97156068943654
0.61,34.86055597796831
0.615,33.83246945085412
0.62,32.88320017555061
0.625,32.007268536210674
0.63,31.19850160553902
0.635,30.453613971019294
0.64,29.776998391441452
0.645,29.178936527482627
0.65,28.668228948101493
0.655,28.247090877904334
0.66,27.911625978192102
0.665,27.6548338511045
0.67,27.47099028430764
0.675,27.358264976512796
0.68,27.31327665788365
0.685,27.32453482878605
0.6900000000000001,27.37388360185073
0.6950000000000001,27.440015867425508
0.7000000000000001,27.498346912125918
0.705,27.521113440141626
0.71,27.482218077634332
0.715,27.364238850598916
0.72,27.160913928547913
0.725,26.875230035046368
