time,valor
0.0,82.81307353761763
0.005,83.75564996259925
0.01,84.66707632355134
0.015,85.49003519867028
0.02,86.18130152710495
0.025,86.72772782207004
0.03,87.14240946894415
0.035,87.4532683717043
0.04,87.70236796265587
0.045,87.93810518229063
0.05,88.19363510303756
0.055,88.47177245220423
0.06,88.74610352059976
0.065,88.97817147041455
0.07,89.14787666550586
0.075,89.27287633671378
0.08,89.39423528804355
0.085,89.5428117217956
0.09,89.71626699304747
0.095,89.87839291053268
0.1,89.98293454108456
0.105,90.01548253013054
0.11,90.02008137068277
0.115,90.08096807528783
0.12,90.27164279440397
0.125,90.61907513423988
0.13,91.11195508364334
0.135,91.72199517361145
0.14,92.40477979406853
0.145,93.09045112261593
0.15,93.6938607752368
0.155,94.14976982506477
0.16,94.43560123935694
0.165,94.56300327750213
0.17,94.55846085642915
0.17500000000000002,94.4456520618896
0.18,94.24417113722508
0.185,93.98661091169464
0.19,93.71899562445117
0.195,93.48294720999023
0.2,93.3149609417633
0.20500000000000002,93.24720127545082
0.21,93.29282765744217
0.215,93.44831999517822
0.22,93.70311921494397
0.225,94.02774018838609
0.23,94.37063624208676
0.23500000000000001,94.6772796748709
0.24,94.90644746564487
0.245,95.03691357973717
0.25,95.06125259227913
0.255,94.98307404836413
0.26,94.83360610695847
0.265,94.67143604952824
0.27,94.5493741662185
0.275,94.4783702266732
0.28,94.41499823368217
0.28500000000000003,94.28976312306031
0.29,94.05895583584503
0.295,93.72989694531248
0.3,93.3352360811962
0.305,92.8899915951171
0.31,92.38249935752478
0.315,91.79925287357426
0.32,91.15446371547264
0.325,90.50739015737392
0.33,89.94619881939084
0.335,89.54494607781298
0.34,89.33575181644555
0.34500000000000003,89.30594894237004
0.35000000000000003,89.40798894721577
0.355,89.57748735612621
0.36,89.74673693390882
0.365,89.85512633928451
0.37,89.86243481104736
0.375,89.75439257636555
0.38,89.53476342690058
0.385,89.21161168832474
0.39,88.79765920393741
0.395,88.32129398594168
0.4,87.82566811781645
0.405,87.35585255392023
0.41000000000000003,86.93649375721506
0.41500000000000004,86.55432049437026
0.42,86.1777566352917
0.425,85.79705486722688
0.43,85.42351158394156
0.435,85.05073020703406
0.44,84.65195970391144
0.445,84.22183185473187
0.45,83.79037035134007
0.455,83.38957380823597
0.46,83.02942996770058
0.465,82.71291415177795
0.47000000000000003,82.45319711129122
0.47500000000000003,82.2624988992246
0.48,82.1346221140796
0.485,82.04174696725332
0.49,81.93550497161804
0.495,81.757478147536
0.5,81.4690618391392
0.505,81.07538026083887
0.51,80.61682421409408
0.515,80.14453577104221
0.52,79.70374879472278
0.525,79.3169699134352
0.53,78.97240992577554
0.535,78.64021530706083
0.54,78.29718348727295
0.545,77.9363963855187
0.55,77.56905672886326
0.555,77.21324944437623
0.56,76.87906438751484
0.5650000000000001,76.57140168433374
0.5700000000000001,76.2932061300006
0.5750000000000001,76.04520998286478
0.58,75.82464877491242
0.585,75.60996099495195
0.59,75.3664830949933
0.595,75.08688527917572
0.6,74.80163576848027
0.605,74.53878696764437
0.61,74.29581070590547
0.615,74.05897424374042
0.62,73.82341073502852
0.625,73.5774005216663
0.63,73.29694060534285
0.635,72.98274220814199
0.64,72.68737270746944
0.645,72.48886232006508
0.65,72.44371944639374
0.655,72.56770647128137
0.66,72.84987667050923
0.665,73.27131471030681
0.67,73.80339743718055
0.675,74.39598251192643
0.68,74.97981003348603
0.685,75.48349362623696
0.6900000000000001,75.85208603141479
0.6950000000000001,76.05632304526503
