time,valor
0.0,78.06405474372735
0.005,81.03427009176364
0.01,83.9945446356317
0.015,86.94036547241767
0.02,89.86743101125656
0.025,92.77169499364307
0.03,95.64936066970543
0.035,98.4968577869642
0.04,101.3108047467788
0.045,104.08806150825271
0.05,106.8258174216916
0.055,109.52153699008467
0.06,112.17286166147147
0.065,114.77759353541038
0.07,117.33366451259602
0.075,119.83905393941706
0.08,122.2917303065434
0.085,124.68967560907305
0.09,127.03098279763375
0.095,129.313883058936
0.1,131.5366464574309
0.105,133.69752399865902
0.11,135.79479043445187
0.115,137.82680352476834
0.12,139.79204874960658
0.125,141.6890952052763
0.13,143.51647968292954
0.135,145.2726898078358
0.14,146.95621117054753
0.145,148.5655025697294
0.15,150.09893649161228
0.155,151.5547679205582
0.16,152.93119367720206
0.165,154.22651050219585
0.17,155.43921221338306
0.17500000000000002,156.567928793907
0.18,157.61131937900763
0.185,158.56808622096517
0.19,159.43707130464188
0.195,160.21724523106536
0.2,160.90764270061067
0.20500000000000002,161.50739557155683
0.21,162.01582043365178
0.215,162.43249520989878
0.22,162.75726987419353
0.225,162.9901778841681
0.23,163.13134133277535
0.23500000000000001,163.18098438481715
0.24,163.13953074865358
0.245,163.00762325672724
0.25,162.78601836467362
0.255,162.47551283215824
0.26,162.07695320540668
0.265,161.59127202140144
0.27,161.0195369248617
0.275,160.36294315579542
0.28,159.6227646140586
0.28500000000000003,158.80031052109928
0.29,157.89683926634322
0.295,156.9135194580803
0.3,155.85147634373365
0.305,154.7117840543657
0.31,153.49543843420278
0.315,152.20342727161375
0.32,150.83683542825852
0.325,149.39686049332207
0.33,147.8847407080679
0.335,146.30171451495383
0.34,144.6490325592047
0.34500000000000003,142.92795044941158
0.35000000000000003,141.13973788545005
0.355,139.28573395777917
0.36,137.36740531890385
0.365,135.38640098799291
0.37,133.34457850832237
0.375,131.24399237055044
0.38,129.08689850586163
0.385,126.87574998784724
0.39,124.61314983874539
0.395,122.30183353569399
0.4,119.94470398664382
0.405,117.5448514859342
0.41000000000000003,115.10551213582062
0.41500000000000004,112.629996211645
0.42,110.12164343532766
0.425,107.58378173446762
0.43,105.01965867161061
0.435,102.43237222318442
0.44,99.82485730870883
0.445,97.19993616275366
0.45,94.5603278782625
0.455,91.90861808870686
0.46,89.24732769179398
0.465,86.57905043859793
0.47000000000000003,83.90648661924732
0.47500000000000003,81.2323482751189
0.48,78.55931365700252
0.485,75.89013597116235
0.49,73.22777711793648
0.495,70.57541980664013
0.5,67.93634482079798
0.505,65.31380722772883
0.51,62.71104442171477
0.515,60.131291477288855
0.52,57.57771858131139
0.525,55.053470378546
0.53,52.5617833897868
0.535,50.105940911442254
0.54,47.68912870407435
0.545,45.31440971481481
0.55,42.984784197561126
0.555,40.70323518339322
0.56,38.472743177453665
0.5650000000000001,36.296278843398824
0.5700000000000001,34.17678914056469
0.5750000000000001,32.11712006362787
0.58,30.119861179107723
0.585,28.18725193726044
0.59,26.32127757673707
0.595,24.523851686052815
0.6,22.796843840503445
0.605,21.14196722640478
0.61,19.56078030628627
0.615,18.05482007316418
0.62,16.62561498525857
0.625,15.274522023098488
0.63,14.002619542810038
0.635,12.810771639372614
0.64,11.699748380539411
0.645,10.670333272456046
0.65,9.723418582925671
0.655,8.860007811124474
0.66,8.081105828406656
0.665,7.387668541424997
0.67,6.780690706859174
0.675,6.261265187238626
0.68,5.830513401111451
