time,valor
0.0,83.05316672092967
0.005,84.34889383358485
0.01,85.66582685601054
0.015,87.0117723076798
0.02,88.39285515551431
0.025,89.81474098017061
0.03,91.28209029433707
0.035,92.79751702174849
0.04,94.36130804162113
0.045,95.97134862882527
0.05,97.62340407957285
0.055,99.31130220218043
0.06,101.02723738461128
0.065,102.76429955537765
0.07,104.5201315884664
0.075,106.29687920165331
0.08,108.09662864466965
0.085,109.9173314768205
0.09,111.75226554094958
0.095,113.59186200893552
0.1,115.42617799105139
0.105,117.24586865813063
0.11,119.04167563549217
0.115,120.80577675052872
0.12,122.53384586369572
0.125,124.2230819024332
0.13,125.86791373354319
0.135,127.4587518484519
0.14,128.98427718053858
0.145,130.4348073993016
0.15,131.80497322437603
0.155,133.09373437411176
0.16,134.30066640984182
0.165,135.42182462799883
0.17,136.4501298253406
0.17500000000000002,137.37923760592852
0.18,138.20646462473437
0.185,138.9337856596903
0.19,139.56736205682566
0.195,140.11537250573443
0.2,140.58524431940893
0.20500000000000002,140.98245873108064
0.21,141.31103552604216
0.215,141.57391322577612
0.22,141.77248954006564
0.225,141.9061601914824
0.23,141.97338385895299
0.23500000000000001,141.9738991532406
0.24,141.9088699416675
0.245,141.77817661571584
0.25,141.57919153718933
0.255,141.3087044777917
0.26,140.96395224358272
0.265,140.54190337359674
0.27,140.0396288091411
0.275,139.45611988623656
0.28,138.79390322693138
0.28500000000000003,138.05914215254285
0.29,137.26079233889902
0.295,136.4088959630363
0.3,135.51172117600302
0.305,134.57445091950802
0.31,133.60001418915448
0.315,132.58932339936308
0.32,131.54094167814208
0.325,130.45156214289162
0.33,129.3165859259775
0.335,128.13003771345603
0.34,126.88516525011322
0.34500000000000003,125.5761591746864
0.35000000000000003,124.1985334240162
0.355,122.74832526083307
0.36,121.2235471059337
0.365,119.62646995480529
0.37,117.96271553747401
0.375,116.23901309356566
0.38,114.46237139724698
0.385,112.63966496525833
0.39,110.77711115960454
0.395,108.87901042831238
0.4,106.94581014722388
0.405,104.97478872220294
0.41000000000000003,102.96375182586435
0.41500000000000004,100.91332733978703
0.42,98.82621323940594
0.425,96.70610760621265
0.43,94.5584503523568
0.435,92.39209506801443
0.44,90.2189763387294
0.445,88.05067639686456
0.45,85.8951289070406
0.455,83.7558355670895
0.46,81.63195371833646
0.465,79.51864251442348
0.47000000000000003,77.40902108012635
0.47500000000000003,75.29770939323525
0.48,73.18323867849858
0.485,71.06667510941504
0.49,68.94916831004095
0.495,66.83165978642026
0.5,64.7152404359797
0.505,62.601256165103834
0.51,60.49146016365627
0.515,58.38869128581216
0.52,56.298585139358586
0.525,54.229646967808215
0.53,52.19051400379415
0.535,50.18747988018544
0.54,48.22399857720294
0.545,46.30223762629163
0.55,44.424986646081734
0.555,42.59490607677575
0.56,40.81254987135034
0.5650000000000001,39.076453670689475
0.5700000000000001,37.3845808999182
0.5750000000000001,35.73536560345537
0.58,34.1285935724386
0.585,32.566322970218096
0.59,31.05274327396598
0.595,29.59265977679813
0.6,28.189799306369217
0.605,26.84538293831013
0.61,25.557121201372702
0.615,24.320104279140605
0.62,23.12889894141543
0.625,21.978133819405397
0.63,20.8630466699014
0.635,19.781772587628566
0.64,18.735835103380765
0.645,17.727952927905356
0.65,16.7611650156701
0.655,15.839763543710419
0.66,14.969312365887415
0.665,14.15638299907168
0.67,13.41007860244649
0.675,12.742516819146209
0.68,12.165359569246624
0.685,11.685573631893746
0.6900000000000001,11.303768066410354
0.6950000000000001,11.015638635641473
0.7000000000000001,10.816015326430662
0.705,10.70190806010874
