time,valor
0.0,86.56506480167744
0.005,88.69708003116406
0.01,90.82747927023534
0.015,92.9529956224523
0.02,95.07034772539777
0.025,97.1762452861271
0.03,99.26738701494722
0.035,101.3404598438448
0.04,103.39214574918222
0.045,105.41913058830158
0.05,107.41811283455925
0.055,109.3858154942588
0.06,111.31899844731285
0.065,113.2144625303923
0.07,115.0690472399644
0.075,116.87963301849976
0.08,118.64315206617007
0.085,120.35660279892461
0.09,122.01705939048051
0.095,123.62167447475863
0.1,125.167682677045
0.105,126.65240874506327
0.11,128.07327486548684
0.115,129.4278014167264
0.12,130.7136039065222
0.125,131.92839443699287
0.13,133.06999049313492
0.135,134.13632426698635
0.14,135.12544548764728
0.145,136.0355180064042
0.15,136.86481652687746
0.155,137.61173114061262
0.16,138.27477605705838
0.165,138.8525933579034
0.17,139.34395559328448
0.17500000000000002,139.74777337468157
0.18,140.0631018021493
0.185,140.2891403614313
0.19,140.4252300947418
0.195,140.47084956722475
0.2,140.42561203378122
0.20500000000000002,140.28927034197724
0.21,140.06172449322872
0.215,139.74302385085164
0.22,139.33336624961035
0.225,138.83309359702247
0.23,138.2426860757934
0.23500000000000001,137.56276433862038
0.24,136.7940966291593
0.245,135.93760090128976
0.25,134.99434164254623
0.255,133.9655227553224
0.26,132.85247793191422
0.265,131.6566655515006
0.27,130.37967240259616
0.275,129.02322266116818
0.28,127.58918568168926
0.28500000000000003,126.0795766326949
0.29,124.49654649189468
0.295,122.84236778321714
0.3,121.11942907532371
0.305,119.33023651745995
0.31,117.47740907907524
0.315,115.5636687073301
0.32,113.59183649515647
0.325,111.5648343298117
0.33,109.48568380970508
0.335,107.3575009100036
0.34,105.18348826574211
0.34500000000000003,102.966925678606
0.35000000000000003,100.71116113359881
0.355,98.41960130322133
0.36,96.09570035632503
0.365,93.742954131121
0.37,91.36490448429845
0.375,88.96514618115482
0.38,86.54732625708228
0.385,84.11513647570801
0.39,81.6723045210054
0.395,79.22258380235183
0.4,76.76974080348693
0.405,74.31754434045652
0.41000000000000003,71.8697632035729
0.41500000000000004,69.43016840017819
0.42,67.00252756424938
0.425,64.5905954756887
0.43,62.19811062834785
0.435,59.82878737721121
0.44,57.48629850212159
0.445,55.17426366335968
0.45,52.89625068796323
0.455,50.65578228066646
0.46,48.45633929831365
0.465,46.30135216983254
0.47000000000000003,44.194183866729695
0.47500000000000003,42.138120800385046
0.48,40.13637671774436
0.485,38.19209605892767
0.49,36.30834642997938
0.495,34.488106613253784
0.5,32.7342577352657
0.505,31.049575827162023
0.51,29.436723057352793
0.515,27.89823851298172
0.52,26.43653286116983
0.525,25.053887650519258
0.53,23.752455470306145
0.535,22.534259743279996
0.54,21.40119237725975
0.545,20.355010572671603
0.55,19.39733825718531
0.555,18.529666246870207
0.56,17.753344828926444
0.5650000000000001,17.06957980264938
0.5700000000000001,16.479436877019054
0.5750000000000001,15.983843794119327
0.58,15.583584905935394
0.585,15.279292911296292
0.59,15.071444771711798
0.595,14.960363034351193
0.6,14.94621913472573
0.605,15.029036088936556
0.61,15.208686062018531
0.615,15.484883514762629
0.62,15.857185360375608
0.625,16.3250009585499
0.63,16.887597976550378
0.635,17.54409759141765
0.64,18.293469862358346
0.645,19.13453483932733
0.65,20.0659653981277
0.655,21.086293191200745
0.66,22.193915681515406
0.665,23.38709518672567
0.67,24.663953878558786
0.675,26.022478183905648
0.68,27.460530850252262
0.685,28.975858904963825
0.6900000000000001,30.566096434459944
0.6950000000000001,32.22876555021342
0.7000000000000001,33.961275653516246
0.705,35.76092537563645
0.71,37.62491055787254
0.715,39.550332364536814
0.72,41.53420088764308
0.725,43.57343669433344
