time,valor
0.0,64.94776365167907
0.005,67.29229369432537
0.01,69.63227557173555
0.015,71.96489652899776
0.02,74.2874026059549
0.025,76.59710038407468
0.03,78.89135277424106
0.035,81.1675861446366
0.04,83.42328724022545
0.045,85.65599267062214
0.05,87.86329506519095
0.055,90.04285090721744
0.06,92.19236805731497
0.065,94.30958764308176
0.07,96.39227757945419
0.075,98.43823287678727
0.08,100.44528493136589
0.085,102.41132707177103
0.09,104.33433874589359
0.095,106.21238349365439
0.1,108.04358911689297
0.105,109.82614481569921
0.11,111.55832311858856
0.115,113.23849225392804
0.12,114.86509566875188
0.125,116.4366231354772
0.13,117.95160309073324
0.135,119.40860625487086
0.14,120.80624321595903
0.145,122.14316179086296
0.15,123.41805694318468
0.155,124.62969234746949
0.16,125.77690717617318
0.165,126.85859296711139
0.17,127.87367462477197
0.17500000000000002,128.82112514761164
0.18,129.69998959833606
0.185,130.50938936969462
0.19,131.24851677044762
0.195,131.91663838767792
0.2,132.51311076357845
0.20500000000000002,133.0374004504802
0.21,133.48909316530168
0.215,133.86788585214055
0.22,134.1735698318099
0.225,134.40601341866278
0.23,134.56514806870274
0.23500000000000001,134.65096162971383
0.24,134.6634997370724
0.245,134.60286599934165
0.25,134.46921079815854
0.255,134.2627239828607
0.26,133.98365608482777
0.265,133.63235750761257
0.27,133.20930015489887
0.275,132.71506617556417
0.28,132.1503207985487
0.28500000000000003,131.51579364981092
0.29,130.81227524242232
0.295,130.0406186314828
0.3,129.20173382499024
0.305,128.296582517621
0.31,127.32619224142101
0.315,126.29167247652185
0.32,125.19420738472027
0.325,124.03504797803849
0.33,122.81551972613084
0.335,121.53702550788277
0.34,120.20104416611278
0.34500000000000003,118.80913236055669
0.35000000000000003,117.3629239765248
0.355,115.86413124281908
0.36,114.31453878913908
0.365,112.71598035278944
0.37,111.0703207043266
0.375,109.37945806421065
0.38,107.6453354133447
0.385,105.86994647658791
0.39,104.05533203674419
0.395,102.20357962992209
0.4,100.31683125038894
0.405,98.39728379821496
0.41000000000000003,96.44717844329011
0.41500000000000004,94.46878429385163
0.42,92.46438907419066
0.425,90.43630723928912
0.43,88.38688310347764
0.435,86.31847147876272
0.44,84.23341313923274
0.445,82.1340261774784
0.45,80.02262183678151
0.455,77.9015336076106
0.46,75.77313281438637
0.465,73.6398136765589
0.47000000000000003,71.50396299718099
0.47500000000000003,69.36794900974127
0.48,67.23413555942754
0.485,65.10489622449887
0.49,62.9826121825912
0.495,60.8696610650774
0.5,58.768407194296316
0.505,56.6811985331528
0.51,54.61037436110551
0.515,52.55826661742906
0.52,50.52717710845755
0.525,48.51934921571406
0.53,46.536959077476276
0.535,44.582123957416435
0.54,42.65691244637633
0.545,40.763354218977994
0.55,38.90345086670582
0.555,37.07917747429541
0.56,35.292472705829596
0.5650000000000001,33.54523441451121
0.5700000000000001,31.83932841907189
0.5750000000000001,30.176593208230535
0.58,28.558838795565975
0.585,26.987854987789603
0.59,25.465414769844557
0.595,23.99325666557089
0.6,22.573063139324233
0.605,21.206444559723618
0.61,19.894924907639385
0.615,18.639941151847328
0.62,17.44285208112813
0.625,16.30493645926657
0.63,15.22739494840446
0.635,14.211370310256145
0.64,13.257959028580254
0.645,12.368201652345872
0.65,11.543075611890945
0.655,10.783500926309847
0.66,10.090345426228515
0.665,9.464413052855594
0.67,8.906417380431401
0.675,8.416966724819964
0.68,7.996569145292021
0.685,7.645643181195933
0.6900000000000001,7.364527251648282
0.6950000000000001,7.153480900169766
0.7000000000000001,7.012684310904056
0.705,6.942251689307069
0.71,6.942249080748823
0.715,7.012697930388736
0.72,7.153561842468161
0.725,7.364735265501112
0.73,7.646047798684311
0.735,7.9972671581049415
0.74,8.418092550455844
