MegaWin ASCII file

[DEFINITIONS]
ChannelCount=8
DataType=1
SamplingFreq=1000.000000
FirstSampleTime=0.001000
PhaseName=Raw Static 15/12/2017 10:45:45


[COMMENT]



[SOURCE NAMES]
Quadriceps femoris muscle - rectus femoris
Quadriceps femoris muscle - rectus femoris
Quadriceps femoris muscle - rectus femoris
Quadriceps femoris muscle - rectus femoris
Quadriceps femoris muscle - vastus lateralis
Quadriceps femoris muscle - vastus lateralis


[SIDE INFO]
R
R
R
R
R
R


[UNITS]
uV
uV
uV
uV
uV
uV






[DATA]
	-2.00	-36.00	-2.00	-3.00	8140.00	8114.00
	-4.00	-35.00	-4.00	1.00	8139.00	8114.00
	2.00	-22.00	-6.00	1.00	8137.00	8112.00
	1.00	-4.00	-2.00	2.00	8136.00	8111.00
	-5.00	10.00	-2.00	5.00	8135.00	8111.00
	-6.00	24.00	2.00	5.00	8135.00	8110.00
	-4.00	36.00	-2.00	3.00	8133.00	8108.00
	2.00	37.00	-7.00	4.00	8133.00	8109.00
	3.00	39.00	-3.00	4.00	8134.00	8109.00
	2.00	28.00	-3.00	2.00	8132.00	8107.00
	2.00	4.00	4.00	2.00	8133.00	8108.00
	2.00	0.00	12.00	-3.00	8133.00	8107.00
	8.00	-8.00	12.00	2.00	8131.00	8106.00
	7.00	-17.00	3.00	1.00	8133.00	8108.00
	13.00	-19.00	2.00	3.00	8132.00	8107.00
	15.00	-11.00	2.00	-2.00	8132.00	8107.00
	14.00	-22.00	0.00	-6.00	8131.00	8106.00
	12.00	-23.00	-6.00	-12.00	8132.00	8107.00
	6.00	-25.00	-9.00	-6.00	8132.00	8107.00
	5.00	-21.00	-2.00	0.00	8131.00	8106.00
	6.00	-10.00	0.00	5.00	8131.00	8107.00
	2.00	7.00	-4.00	5.00	8132.00	8107.00
	3.00	22.00	-7.00	0.00	8131.00	8105.00
	5.00	25.00	-7.00	1.00	8130.00	8106.00
	1.00	27.00	-6.00	-2.00	8131.00	8106.00
	-9.00	26.00	-6.00	-6.00	8130.00	8105.00
	-11.00	14.00	-5.00	-4.00	8130.00	8105.00
	-14.00	3.00	-5.00	-2.00	8130.00	8105.00
	-15.00	-1.00	-3.00	-1.00	8131.00	8106.00
	-14.00	1.00	-7.00	-6.00	8130.00	8104.00
	-15.00	4.00	-7.00	-7.00	8130.00	8104.00
	-21.00	-13.00	-2.00	-2.00	8129.00	8104.00
	-24.00	-22.00	5.00	3.00	8129.00	8104.00
	-19.00	-25.00	6.00	0.00	8130.00	8105.00
	-11.00	-24.00	4.00	-1.00	8129.00	8104.00
	-4.00	-18.00	2.00	0.00	8129.00	8104.00
	4.00	-9.00	4.00	0.00	8130.00	8104.00
	15.00	3.00	3.00	2.00	8129.00	8104.00
	17.00	15.00	5.00	2.00	8128.00	8103.00
	13.00	24.00	6.00	-1.00	8129.00	8104.00
	11.00	21.00	6.00	0.00	8128.00	8102.00
	7.00	13.00	1.00	1.00	8127.00	8103.00
	3.00	7.00	0.00	-4.00	8129.00	8103.00
	4.00	0.00	0.00	-1.00	8128.00	8103.00
	2.00	-2.00	-9.00	-6.00	8128.00	8103.00
	0.00	-5.00	-4.00	-4.00	8128.00	8103.00
	-6.00	-11.00	0.00	-4.00	8128.00	8103.00
	-5.00	-5.00	2.00	-6.00	8128.00	8103.00
	-2.00	-1.00	1.00	-10.00	8128.00	8103.00
	-6.00	-9.00	0.00	-8.00	8127.00	8102.00
	0.00	-13.00	-4.00	-1.00	8128.00	8103.00
	2.00	-19.00	-6.00	0.00	8128.00	8103.00
	-8.00	-37.00	-3.00	3.00	8127.00	8103.00
	-10.00	-42.00	1.00	4.00	8127.00	8102.00
	-10.00	-41.00	0.00	0.00	8128.00	8103.00
	-8.00	-35.00	-2.00	-2.00	8128.00	8102.00
	-5.00	-31.00	3.00	2.00	8127.00	8103.00
	1.00	-16.00	6.00	14.00	8127.00	8103.00
	3.00	12.00	-3.00	10.00	8127.00	8103.00
	2.00	41.00	-8.00	-5.00	8127.00	8101.00
	-3.00	71.00	-3.00	-11.00	8128.00	8102.00
	-3.00	70.00	2.00	-10.00	8128.00	8103.00
	1.00	40.00	0.00	-2.00	8128.00	8103.00
	1.00	14.00	0.00	6.00	8128.00	8103.00
