MegaWin ASCII file

[DEFINITIONS]
ChannelCount=8
DataType=1
SamplingFreq=1000.000000
FirstSampleTime=0.001000
PhaseName=Raw Dynamic 15/12/2017 10:51:49


[COMMENT]



[SOURCE NAMES]
Quadriceps femoris muscle - rectus femoris
Quadriceps femoris muscle - rectus femoris
Quadriceps femoris muscle - rectus femoris
Quadriceps femoris muscle - rectus femoris
Quadriceps femoris muscle - vastus lateralis
Quadriceps femoris muscle - vastus lateralis


[SIDE INFO]
R
R
R
R
R
R


[UNITS]
uV
uV
uV
uV
uV
uV






[DATA]
	-36.00	-215.00	-80.00	-54.00	8140.00	8114.00
	-40.00	-166.00	-166.00	28.00	8139.00	8114.00
	-58.00	-62.00	-137.00	46.00	8137.00	8112.00
	-219.00	42.00	-28.00	126.00	8136.00	8110.00
	-264.00	95.00	74.00	257.00	8136.00	8110.00
	-215.00	38.00	163.00	363.00	8136.00	8110.00
	-204.00	-59.00	156.00	348.00	8135.00	8109.00
	-221.00	-93.00	146.00	250.00	8134.00	8107.00
	-168.00	-60.00	181.00	144.00	8133.00	8108.00
	-84.00	-6.00	194.00	92.00	8133.00	8108.00
	-55.00	41.00	138.00	-28.00	8132.00	8107.00
	-22.00	26.00	92.00	-89.00	8132.00	8107.00
	3.00	-19.00	68.00	-115.00	8132.00	8106.00
	4.00	-24.00	40.00	-127.00	8132.00	8107.00
	47.00	3.00	16.00	-130.00	8132.00	8107.00
	171.00	83.00	-56.00	-135.00	8132.00	8106.00
	120.00	116.00	-84.00	-161.00	8131.00	8106.00
	31.00	149.00	-151.00	-221.00	8131.00	8107.00
	47.00	95.00	-281.00	-233.00	8131.00	8106.00
	37.00	-8.00	-340.00	-176.00	8130.00	8105.00
	230.00	-77.00	-284.00	-90.00	8131.00	8106.00
	255.00	-64.00	-205.00	-60.00	8130.00	8105.00
	20.00	-46.00	-282.00	-31.00	8130.00	8105.00
	-106.00	-116.00	-160.00	69.00	8130.00	8105.00
	-93.00	-130.00	-2.00	152.00	8130.00	8105.00
	-45.00	-150.00	149.00	190.00	8130.00	8105.00
	-16.00	-146.00	323.00	282.00	8130.00	8104.00
	6.00	-199.00	268.00	296.00	8131.00	8105.00
	5.00	-195.00	148.00	226.00	8130.00	8105.00
	34.00	-152.00	93.00	175.00	8129.00	8104.00
	-5.00	-83.00	62.00	120.00	8129.00	8104.00
	-53.00	18.00	168.00	19.00	8128.00	8104.00
	-90.00	88.00	271.00	-35.00	8129.00	8104.00
	-79.00	137.00	222.00	-80.00	8129.00	8104.00
	-43.00	165.00	77.00	-93.00	8128.00	8103.00
	-65.00	179.00	23.00	-90.00	8129.00	8103.00
	-75.00	203.00	-28.00	-78.00	8128.00	8103.00
	-43.00	211.00	-140.00	-79.00	8128.00	8103.00
	-15.00	218.00	-176.00	-107.00	8128.00	8102.00
	20.00	214.00	-202.00	-169.00	8127.00	8102.00
	15.00	206.00	-259.00	-253.00	8127.00	8103.00
