frame,Cadera_x,Cadera_y,Rodilla_x,Rodilla_y,Tobillo_x,Tobillo_y,Talon_x,Talon_y,Meta_x,Meta_y
114,,,,,,,,,,
115,,,,,,,,,,
116,,,,,,,,,,
117,,,,,,,,,,
118,,,,,,,,,,
119,,,,,,,,,,
120,,,,,,,,,,
121,,,,,,,,,,
122,,,,,,,,,,
123,,,,,,,,,,
124,,,,,,,,,,
125,,,,,,,,,,
126,,,,,,,,,,
127,,,,,,,,,,
128,,,,,,,,,,
129,,,,,,,,,,
130,,,,,,,,,,
131,,,,,,,,,,
132,,,,,,,,,,
133,,,,,,,,,,
134,,,,,,,,,,
135,,,,,,,,,,
136,,,,,,,,,,
137,,,,,,,,,,
138,,,,,,,,,,
139,,,,,,,,,,
140,,,,,,,,,,
141,,,,,,,,,,
142,,,,,,,,,,
143,,,,,,,,,,
144,,,,,,,,,,
145,,,,,,,,,,
146,,,,,,,,,,
147,,,,,,,,,,
148,,,,,,,,,,
149,,,,,,,,,,
150,,,,,,,,,,
151,,,,,,,,,,
152,,,,,,,,,,
153,,,,,,,,,,
154,,,,,,,,,,
155,,,,,,,,,,
156,,,,,,,,,,
157,,,,,,,,,,
158,,,,,,,,,,
159,,,,,,,,,,
160,,,,,,,,,,
161,,,,,,,,,,
162,,,,,,,,,,
163,,,,,,,,,,
164,,,,,,,,,,
165,,,,,,,,,,
166,,,,,,,,,,
167,,,,,,,,,,
168,,,,,,,,,,
169,,,,,,,,,,
170,,,,,,,,,,
171,,,,,,,,,,
172,,,,,,,,,,
173,,,,,,,,,,
174,,,,,,,,,,
175,,,,,,,,,,
176,,,,,,,,,,
177,,,,,,,,,,
178,,,,,,,,,,
179,,,,,,,,,,
180,,,,,,,,,,
181,,,,,,,,,,
182,,,,,,,,,,
183,,,,,,,,,,
184,,,,,,,,,,
185,,,,,,,,,,
186,,,,,,,,,,
187,,,,,,,,,,
188,,,,,,,,,,
189,,,,,,,,,,
190,,,,,,,,,,
191,,,,,,,,,,
192,,,,,,,,,,
193,,,,,,,,,,
194,,,,,,,,,,
195,,,,,,,,,,
196,,,,,,,,,,
197,,,,,,,,,,
198,,,,,,,,,,
199,,,,,,,,,,
200,,,,,,,,,,
201,,,,,,,,,,
202,,,,,,,,,,
203,,,,,,,,,,
204,,,,,,,,,,
205,,,,,,,,,,
206,,,,,,,,,,
207,,,,,,,,,,
208,,,,,,,,,,
209,,,,,,,,,,
210,,,,,,,,,,
211,,,,,,,,,,
212,,,,,,,,,,
213,,,,,,,,,,
214,,,,,,,,,,
215,,,,,,,,,,
216,,,,,,,,,,
217,,,,,,,,,,
218,,,,,,,,,,
219,,,,,,,,,,
220,,,,,,,,,,
221,,,,,,,,,,
222,,,,,,,,,,
223,,,,,,,,,,
224,,,,,,,,,,
225,,,,,,,,,,
226,,,,,,,,,,
227,,,,,,,,,,
228,,,,,,,,,,
229,,,,,,,,,,
230,,,,,,,,,,
231,,,,,,,,,,
232,,,,,,,,,,
233,,,,,,,,,,
234,,,,,,,,,,
235,,,,,,,,,,
236,,,,,,,,,,
237,,,,,,,,,,
238,,,,,,,,,,
239,,,,,,,,,,
240,,,,,,,,,,
241,,,,,,,,,,
242,,,,,,,,,,
243,,,,,,,,,,
244,,,,,,,,,,
245,,,,,,,,,,
246,,,,,,,,,,
247,,,,,,,,,,
248,,,,,,,,,,
249,,,,,,,,,,
250,,,,,,,,,,
251,,,,,,,,,,
252,,,,,,,,,,
253,,,,,,,,,,
254,,,,,,,,,,
255,,,,,,,,,,
256,,,,,,,,,,
257,,,,,,,,,,
258,,,,,,,,,,
259,,,,,,,,,,
260,,,,,,,,,,
261,,,,,,,,,,
262,,,,,,,,,,
263,,,,,,,,,,
264,,,,,,,,,,
265,,,,,,,,,,
266,,,,,,,,,,
267,,,,,,,,,,
268,,,,,,,,,,
269,,,,,,,,,,
270,,,,,,,,,,
271,,,,,,,,,,
272,,,,,,,,,,
273,,,,,,,,,,
274,,,,,,,,,,
275,,,,,,,,,,
276,,,,,,,,,,
277,,,,,,,,,,
278,,,,,,,,,,
279,,,,,,,,,,
280,,,,,,,,,,
281,,,,,,,,,,
282,,,,,,,,,,
283,,,,,,,,,,
284,,,,,,,,,,
285,,,,,,,,,,
286,,,,,,,,,,
287,,,,,,,,,,
288,,,,,,,,,,
289,,,,,,,,,,
290,,,,,,,,,,
291,,,,,,,,,,
292,,,,,,,,,,
293,,,,,,,,,,
294,,,,,,,,,,
295,,,,,,,,,,
296,,,,,,,,,,
297,,,,,,,,,,
298,,,,,,,,,,
299,,,,,,,,,,
300,,,,,,,,,,
301,,,,,,,,,,
302,,,,,,,,,,
303,,,,,,,,,,
304,,,,,,,,,,
305,,,,,,,,,,
306,,,,,,,,,,
307,,,,,,,,,,
308,,,,,,,,,,
309,,,,,,,,,,
310,,,,,,,,,,
311,,,,,,,,,,
312,,,,,,,,,,
313,,,,,,,,,,
314,,,,,,,,,,
315,,,,,,,,,,
316,,,,,,,,,,
317,,,,,,,,,,
318,,,,,,,,,,
319,,,,,,,,,,
320,,,,,,,,,,
321,,,,,,,,,,
322,,,,,,,,,,
323,,,,,,,,,,
324,,,,,,,,,,
325,,,,,,,,,,
326,,,,,,,,,,
327,,,,,,,,,,
328,,,,,,,,,,
329,,,,,,,,,,
330,,,,,,,,,,
331,,,,,,,,,,
332,,,,,,,,,,
333,,,,,,,,,,
334,,,,,,,,,,
335,,,,,,,,,,
336,,,,,,,,,,
337,,,,,,,,,,
338,,,,,,,,,,
339,,,,,,,,,,
340,,,,,,,,,,
341,,,,,,,,,,
342,,,,,,,,,,
343,,,,,,,,,,
344,,,,,,,,,,
345,,,,,,,,,,
346,,,,,,,,,,
347,,,,,,,,,,
348,,,,,,,,,,
349,,,,,,,,,,
350,,,,,,,,,,
351,,,,,,,,,,
352,,,,,,,,,,
353,,,,,,,,,,
354,,,,,,,,,,
355,,,,,,,,,,
356,,,,,,,,,,
357,,,,,,,,,,
358,,,,,,,,,,
359,,,,,,,,,,
360,,,,,,,,,,
361,,,,,,,,,,
362,,,,,,,,,,
363,,,,,,,,,,
364,,,,,,,,,,
365,,,,,,,,,,
366,,,,,,,,,,
367,,,,,,,,,,
368,,,,,,,,,,
369,,,,,,,,,,
370,,,,,,,,,,
371,,,,,,,,,,
372,,,,,,,,,,
373,,,,,,,,,,
374,,,,,,,,,,
375,,,,,,,,,,
376,,,,,,,,,,
377,,,,,,,,,,
378,246.99998474121094,260.49996185302734,,,,,,,,
379,,,,,,,,,,
380,,,,,,,,,,
381,,,,,,,,,,
382,,,,,,,,,,
383,,,,,,,,,,
384,,,,,,,,,,
385,,,,,,,,,,
386,,,,,,,,,,
387,,,,,,,,,,
388,,,,,,,,,,
389,,,,,,,,,,
390,,,,,,,,,,
391,,,,,,,,,,
392,,,,,,,,,,
393,,,,,,,,,,
394,,,,,,,,,,
395,,,,,,,,,,
396,,,,,,,,,,
397,,,,,,,,,,
398,,,,,,,,,,
399,246.99996948242188,260.49996185302734,245.49996948242188,154.99998092651367,233.49996948242188,39.999996185302734,225.49996948242188,24.999996185302734,272.4999694824219,17.999998569488525
400,246.99996948242188,260.49996185302734,245.49996948242188,154.99998092651367,233.49996948242188,39.999996185302734,225.49996948242188,24.999996185302734,272.4999694824219,17.999998569488525
401,246.98605346679688,260.5198287963867,245.5138397216797,155.0153045654297,233.50802612304688,39.99311542510986,225.49440002441406,25.01334285736084,272.52069091796875,18.011282444000244
402,246.94900512695312,260.5111999511719,245.54388427734375,154.9910430908203,233.5061798095703,39.99686908721924,225.49864196777344,25.00960063934326,272.50506591796875,18.007422924041748
403,246.9204559326172,260.5063247680664,245.53073120117188,154.92420959472656,233.5167694091797,39.99672031402588,225.51971435546875,25.011088371276855,272.4827575683594,17.999221801757812
404,246.84817504882812,260.49918365478516,245.4993438720703,154.96699905395508,233.536865234375,40.0239143371582,225.5341339111328,25.013972282409668,272.5123291015625,18.019758224487305
405,246.8239288330078,260.5309066772461,245.47412109375,154.93632888793945,233.53076171875,40.033392906188965,225.54112243652344,25.02213478088379,272.5265197753906,18.036902904510498
406,246.62603759765625,260.54129791259766,245.49307250976562,154.9698600769043,233.54022216796875,40.041996002197266,225.54396057128906,25.028820991516113,272.5414123535156,18.053061962127686
407,246.63067626953125,260.5441360473633,245.52040100097656,154.98390197753906,233.56222534179688,40.05297374725342,225.53623962402344,25.03732967376709,272.5215759277344,18.059200286865234
408,246.57418823242188,260.55663299560547,245.47181701660156,154.99758911132812,233.57057189941406,40.06219482421875,225.53533935546875,25.031304359436035,272.5375671386719,18.056682586669922
409,246.5369110107422,260.5744857788086,245.45211791992188,155.03628158569336,233.58143615722656,40.06956481933594,225.54383850097656,25.05033016204834,272.5465393066406,18.057136058807373
410,246.3541717529297,260.60540771484375,245.4225616455078,155.05253219604492,233.5609588623047,40.06234645843506,225.5434112548828,25.02818012237549,272.5555114746094,18.0575909614563
411,246.3408966064453,260.6289367675781,245.3574981689453,155.03156661987305,233.5589599609375,40.06614589691162,225.56813049316406,25.03477191925049,272.5621643066406,18.046607494354248
412,246.2804718017578,260.62158966064453,245.33656311035156,155.08416366577148,233.52200317382812,40.047237396240234,225.54891967773438,25.03915500640869,272.5468444824219,18.04590940475464
413,246.11610412597656,260.62625885009766,245.36337280273438,155.01869201660156,233.54977416992188,40.047637939453125,225.565673828125,25.034079551696777,272.5549011230469,18.03905153274536
414,246.0703125,260.6316604614258,245.28302001953125,155.0423698425293,233.56411743164062,40.03623104095459,225.5959930419922,25.021682739257812,272.5614929199219,18.04830551147461
415,246.00064086914062,260.6245422363281,245.15016174316406,155.05230331420898,233.56983947753906,40.03662872314453,225.57431030273438,25.032474517822266,272.5809020996094,18.039477825164795
416,245.76473999023438,260.6316833496094,245.18898010253906,154.98034286499023,233.572265625,40.03552722930908,225.5844268798828,25.045701026916504,272.6001892089844,18.035419464111328
417,245.77159118652344,260.6256408691406,245.20066833496094,154.98677444458008,233.55447387695312,40.03274917602539,225.56143188476562,25.038142204284668,272.587646484375,18.02944564819336
418,245.55628967285156,260.6278610229492,245.189208984375,154.96221542358398,233.5447998046875,40.020687103271484,225.55078125,25.020730018615723,272.5782470703125,18.024451732635498
419,245.49795532226562,260.6261901855469,245.1825714111328,155.01002883911133,233.54771423339844,40.0111198425293,225.538818359375,25.007211685180664,272.57080078125,18.005041122436523
420,245.27935791015625,260.65230560302734,244.9764404296875,154.94224548339844,233.54066467285156,39.991318702697754,225.54734802246094,24.985493659973145,272.6004638671875,17.987844944000244
421,245.2047119140625,260.63756561279297,245.07388305664062,154.96095657348633,233.51217651367188,39.97412395477295,225.54531860351562,24.935837745666504,272.47705078125,17.904517650604248
422,245.15829467773438,260.6062316894531,244.97442626953125,154.95578384399414,233.5220489501953,39.94800853729248,225.52911376953125,24.945611000061035,272.5134582519531,17.910542964935303
423,244.9608917236328,260.60167694091797,244.94418334960938,154.9076271057129,233.4938201904297,39.94990825653076,225.51699829101562,24.941814422607422,272.5452880859375,17.910786151885986
424,244.738525390625,260.6095504760742,244.89785766601562,154.91806411743164,233.50181579589844,39.92267990112305,225.50486755371094,24.937966346740723,272.5111999511719,17.91710329055786
425,244.7281951904297,260.6076965332031,244.8916778564453,154.89753341674805,233.50076293945312,39.909613609313965,225.5194091796875,24.93163776397705,272.4925842285156,17.92088556289673
426,244.66622924804688,260.60717010498047,244.8885040283203,154.88826370239258,233.4998016357422,39.90735340118408,225.50540161132812,24.912148475646973,272.5089111328125,17.89084482192993
427,244.42684936523438,260.6151809692383,244.9155731201172,154.91148376464844,233.4946746826172,39.90497303009033,225.49746704101562,24.90742778778076,272.49725341796875,17.885789394378662
428,244.3690185546875,260.6144027709961,244.73959350585938,154.9097900390625,233.50680541992188,39.901268005371094,225.4894256591797,24.899771690368652,272.49053955078125,17.87649965286255
429,244.1349639892578,260.5921325683594,244.7190704345703,154.86666870117188,233.487060546875,39.889580726623535,225.43775939941406,24.88754940032959,272.5343322753906,17.861982822418213
430,244.08111572265625,260.5756301879883,244.69833374023438,154.8651580810547,233.48788452148438,39.87165927886963,225.498291015625,24.88131809234619,272.5186767578125,17.853681564331055
431,243.82798767089844,260.58345794677734,244.7245330810547,154.81211471557617,233.50927734375,39.85879039764404,225.47792053222656,24.89241886138916,272.5057678222656,17.860080242156982
432,243.60731506347656,260.5956344604492,244.66326904296875,154.81509017944336,233.49209594726562,39.88090896606445,225.5466766357422,24.877020835876465,272.5020751953125,17.860618114471436
433,243.5142822265625,260.6026840209961,244.64830017089844,154.80885314941406,233.49740600585938,39.870826721191406,225.47726440429688,24.90208339691162,272.5066833496094,17.857988834381104
434,243.3342742919922,260.5926818847656,244.69432067871094,154.8214988708496,233.4915008544922,39.89605236053467,225.48898315429688,24.89597225189209,272.5190124511719,17.862228870391846
435,243.15440368652344,260.59705352783203,244.63853454589844,154.81243515014648,233.5194854736328,39.88524341583252,225.487548828125,24.895660400390625,272.5320129394531,17.87155294418335
436,243.0853271484375,260.58863067626953,244.57351684570312,154.9072723388672,233.54428100585938,39.881710052490234,225.51377868652344,24.892687797546387,272.5441589355469,17.875276565551758
437,242.8281707763672,260.6121139526367,244.58370971679688,154.86809921264648,233.53431701660156,39.851643562316895,225.49493408203125,24.909659385681152,272.5371398925781,17.872037887573242
438,242.6759796142578,260.62007904052734,244.5411376953125,154.8699073791504,233.54261779785156,39.84249973297119,225.4860382080078,24.921561241149902,272.5077209472656,17.850963592529297
439,242.5916748046875,260.6249313354492,244.5740966796875,154.84991455078125,233.53695678710938,39.85192108154297,225.47959899902344,24.923131942749023,272.52978515625,17.83942222595215
440,242.3621063232422,260.63614654541016,244.5924530029297,154.85244369506836,233.55838012695312,39.859222412109375,225.51632690429688,24.907024383544922,272.526611328125,17.853256702423096
441,242.13406372070312,260.6408157348633,244.547119140625,154.81370544433594,233.5596160888672,39.88014221191406,225.51541137695312,24.898930549621582,272.5270080566406,17.860107421875
442,242.01820373535156,260.6445007324219,244.5772705078125,154.8175163269043,233.54205322265625,39.895225524902344,225.54051208496094,24.892805099487305,272.52740478515625,17.866958141326904
443,241.7691192626953,260.64534759521484,244.62338256835938,154.9109344482422,233.56773376464844,39.899322509765625,225.53176879882812,24.89414119720459,272.52142333984375,17.840376377105713
444,241.53883361816406,260.64429473876953,244.6193389892578,154.92106246948242,233.57009887695312,39.89857578277588,225.56146240234375,24.900200843811035,272.5345764160156,17.838270664215088
445,241.37489318847656,260.67791748046875,244.62484741210938,154.91144943237305,233.56089782714844,39.884459495544434,225.55929565429688,24.90351104736328,272.5845947265625,17.833263874053955
446,241.21803283691406,260.671875,244.80397033691406,154.92319107055664,233.59378051757812,39.894161224365234,225.56597900390625,24.910680770874023,272.5895690917969,17.828006744384766
447,240.92324829101562,260.70247650146484,244.76715087890625,154.8962516784668,233.57752990722656,39.898043632507324,225.531982421875,24.90355110168457,272.5840148925781,17.828219890594482
448,240.6796112060547,260.6989517211914,244.75906372070312,154.8922576904297,233.5500030517578,39.896464347839355,225.531494140625,24.89568042755127,272.5835876464844,17.826988220214844
449,240.4324493408203,260.69039154052734,244.82058715820312,154.92023849487305,233.56407165527344,39.89460468292236,225.5320587158203,24.897465705871582,272.5831604003906,17.825756549835205
450,240.14926147460938,260.7091369628906,245.02467346191406,154.96933364868164,233.54066467285156,39.88974666595459,225.5203094482422,24.90662670135498,272.5827331542969,17.824523448944092
451,239.842529296875,260.7168960571289,245.100341796875,155.04547119140625,233.62435913085938,39.90658664703369,225.57110595703125,24.951476097106934,272.5813903808594,17.820356369018555
452,239.60980224609375,260.7385482788086,245.1584930419922,155.0181884765625,233.6212158203125,39.9266996383667,225.44830322265625,24.944849967956543,272.51214599609375,17.803486347198486
453,239.36721801757812,260.73035430908203,245.3354034423828,154.99130630493164,233.58299255371094,39.92568111419678,225.486083984375,24.927818298339844,272.5092468261719,17.806642055511475
454,239.08119201660156,260.7085647583008,245.36866760253906,155.0020751953125,233.5650177001953,39.94303035736084,225.4672393798828,24.938870429992676,272.490966796875,17.81722640991211
455,238.72581481933594,260.7162780761719,245.6055145263672,155.00743103027344,233.54571533203125,39.94248104095459,225.47640991210938,24.944194793701172,272.4697265625,17.82244634628296
456,238.48919677734375,260.71636962890625,245.80953979492188,154.98070907592773,233.53140258789062,39.94815158843994,225.4601593017578,24.940821647644043,272.44940185546875,17.823989868164062
457,238.2173309326172,260.7378158569336,246.06480407714844,155.0034942626953,233.53663635253906,39.952880859375,225.45907592773438,24.946972846984863,272.4366149902344,17.818925857543945
458,237.84226989746094,260.7472229003906,246.3159942626953,154.97011184692383,233.56491088867188,39.953598976135254,225.43687438964844,24.945988655090332,272.455322265625,17.82291269302368
459,237.54493713378906,260.70471954345703,246.49159240722656,154.9885139465332,233.58460998535156,39.93891906738281,225.44354248046875,24.93830966949463,272.4585876464844,17.798046112060547
460,237.134765625,260.71346282958984,246.76869201660156,155.00616073608398,233.5653533935547,39.926639556884766,225.44068908691406,24.926273345947266,272.4112548828125,17.795618534088135
461,236.79177856445312,260.71520233154297,247.03964233398438,154.95639038085938,233.56329345703125,39.94069290161133,225.41500854492188,24.911324501037598,272.3726501464844,17.81416368484497
462,236.4921417236328,260.6635208129883,247.2823486328125,154.91401290893555,233.55491638183594,39.95415115356445,225.44293212890625,24.89926242828369,272.361328125,17.796083450317383
463,236.05072021484375,260.65670013427734,247.53143310546875,154.87418746948242,233.57546997070312,39.9702730178833,225.44273376464844,24.906289100646973,272.4198913574219,17.808218479156494
464,235.74984741210938,260.6809616088867,247.8879852294922,154.90268325805664,233.61082458496094,39.97159481048584,225.4465789794922,24.908143043518066,272.4211120605469,17.809432983398438
465,235.44586181640625,260.6483459472656,248.15008544921875,154.90401077270508,233.6302032470703,39.94796848297119,225.450439453125,24.91000270843506,272.3851623535156,17.833385467529297
466,235.06826782226562,260.62149810791016,248.41249084472656,154.8691864013672,233.62156677246094,39.92981243133545,225.4542999267578,24.911865234375,272.41107177734375,17.856611251831055
467,234.7313690185547,260.58309173583984,248.64930725097656,154.8255500793457,233.64234924316406,39.925618171691895,225.48712158203125,24.91145610809326,272.422119140625,17.863616466522217
468,234.2800750732422,260.5459213256836,248.8446044921875,154.79142379760742,233.64553833007812,39.93633270263672,225.48446655273438,24.899059295654297,272.4264221191406,17.86667490005493
469,233.84181213378906,260.54573822021484,249.0823211669922,154.74880599975586,233.62245178222656,39.95305252075195,225.49026489257812,24.900787353515625,272.424072265625,17.87700891494751
470,233.54620361328125,260.4884262084961,249.3739776611328,154.58935546875,233.6473388671875,39.94796276092529,225.47152709960938,24.893391609191895,272.3962707519531,17.90056085586548
471,233.09812927246094,260.38824462890625,249.61465454101562,154.56645584106445,233.6629638671875,39.936195373535156,225.47181701660156,24.897414207458496,272.38226318359375,17.913933277130127
472,232.83226013183594,260.1902160644531,249.88888549804688,154.48324584960938,233.6598358154297,39.962242126464844,225.4767608642578,24.93318271636963,272.36700439453125,17.933542728424072
473,232.4049530029297,260.0882263183594,250.13827514648438,154.45501327514648,233.676025390625,39.980552673339844,225.47389221191406,24.947928428649902,272.3844909667969,17.979257583618164
474,231.9917755126953,259.9680862426758,250.32455444335938,154.43115234375,233.67674255371094,40.03249454498291,225.50973510742188,24.9585542678833,272.3699645996094,18.023923873901367
475,231.64151000976562,259.7596664428711,250.54013061523438,154.38557052612305,233.69863891601562,40.037856101989746,225.52818298339844,24.958288192749023,272.36639404296875,18.0663743019104
476,231.1077423095703,259.6984176635742,250.63082885742188,154.36032485961914,233.71038818359375,40.02413463592529,225.50241088867188,24.958434104919434,272.40289306640625,18.081012725830078
477,230.67269897460938,259.65502166748047,250.85067749023438,154.29044723510742,233.68702697753906,40.03414535522461,225.51441955566406,24.965432167053223,272.34271240234375,18.09479856491089
478,230.22731018066406,259.46788787841797,251.04495239257812,154.2312469482422,233.67529296875,40.02561092376709,225.51895141601562,24.960820198059082,272.303466796875,18.118871212005615
479,229.9348907470703,259.42765045166016,251.25462341308594,154.17019271850586,233.66302490234375,40.02084732055664,225.5007781982422,24.957266807556152,272.3054504394531,18.12010431289673
480,229.50747680664062,259.1765670776367,251.30819702148438,154.10544204711914,233.63868713378906,40.00370121002197,225.4752960205078,24.946460723876953,272.27252197265625,18.131694316864014
481,229.13099670410156,258.91241455078125,251.43116760253906,153.9935188293457,233.6383056640625,39.92483139038086,225.4727325439453,24.884642601013184,272.36767578125,18.135087490081787
482,228.78041076660156,258.7950668334961,251.7259979248047,154.00840759277344,233.59149169921875,39.939242362976074,225.4979705810547,24.855259895324707,272.3077697753906,18.178327560424805
483,228.31495666503906,258.7275695800781,251.70065307617188,154.0037841796875,233.55223083496094,39.94069290161133,225.4927978515625,24.835335731506348,272.1942443847656,18.195533752441406
484,227.85934448242188,258.5540542602539,251.90890502929688,153.97131729125977,233.56939697265625,39.94386577606201,225.4775848388672,24.828240394592285,272.17779541015625,18.214874267578125
485,227.5139617919922,258.5006332397461,251.94142150878906,153.9601707458496,233.54397583007812,39.93250751495361,225.4744873046875,24.82276439666748,272.1974792480469,18.232948780059814
486,227.0874786376953,258.24151611328125,251.93524169921875,153.94684982299805,233.54042053222656,39.88619899749756,225.46926879882812,24.815560340881348,272.1408996582031,18.25779962539673
487,226.73728942871094,257.95886993408203,251.98553466796875,153.9026756286621,233.4831085205078,39.84463405609131,225.48214721679688,24.74666690826416,272.14471435546875,18.300036907196045
488,226.24734497070312,257.76505279541016,252.0484619140625,153.8173713684082,233.46835327148438,39.77915668487549,225.43524169921875,24.71560764312744,272.1440734863281,18.309884548187256
489,225.80722045898438,257.6939163208008,252.06797790527344,153.69337463378906,233.4471435546875,39.77137470245361,225.4259796142578,24.686634063720703,272.1224365234375,18.337951183319092
490,225.3892364501953,257.58190155029297,252.08297729492188,153.63531875610352,233.4098663330078,39.74348545074463,225.40509033203125,24.667960166931152,272.04791259765625,18.366622924804688
491,225.01344299316406,257.35755157470703,252.11019897460938,153.43749618530273,233.382080078125,39.70583438873291,225.38565063476562,24.64603900909424,271.9886474609375,18.394370555877686
492,224.6246795654297,257.16302490234375,252.28323364257812,153.2479362487793,233.35047912597656,39.723426818847656,225.40231323242188,24.61747169494629,271.9298095703125,18.422029495239258
493,224.16110229492188,256.80333709716797,252.33763122558594,153.21417617797852,233.30926513671875,39.70628643035889,225.40231323242188,24.59457778930664,272.06292724609375,18.451372146606445
494,223.74610900878906,256.7066345214844,252.4205322265625,153.16361618041992,233.29400634765625,39.68185329437256,225.40016174316406,24.590975761413574,272.03851318359375,18.468413829803467
495,223.34750366210938,256.6751403808594,252.45030212402344,153.1179084777832,233.1477508544922,39.683775901794434,225.39854431152344,24.592886924743652,271.9552307128906,18.522887706756592
496,222.95297241210938,256.51334381103516,252.6278839111328,153.07389450073242,233.1433868408203,39.69148635864258,225.39707946777344,24.59186840057373,271.8948669433594,18.56832504272461
497,222.59803771972656,256.25665283203125,252.71607971191406,153.03598022460938,233.12818908691406,39.682888984680176,225.40042114257812,24.54598331451416,271.8863525390625,18.582345485687256
498,222.19151306152344,255.88934326171875,252.8391876220703,153.02033615112305,232.9893341064453,39.6688814163208,225.37005615234375,24.535317420959473,271.8373107910156,18.59234046936035
499,221.71139526367188,255.75199127197266,253.02816772460938,152.94036483764648,232.98565673828125,39.66737651824951,225.35491943359375,24.499357223510742,271.79534912109375,18.605571269989014
500,221.2653350830078,255.65029907226562,253.2022705078125,152.8370361328125,232.95204162597656,39.63236331939697,225.32080078125,24.49423885345459,271.7533874511719,18.618804931640625
501,220.93226623535156,255.4010009765625,253.3693389892578,152.74099731445312,232.93130493164062,39.605326652526855,225.3261260986328,24.46238422393799,271.7115783691406,18.632416248321533
502,220.51966857910156,255.03279876708984,253.50628662109375,152.71901321411133,232.88845825195312,39.61742305755615,225.31851196289062,24.456195831298828,271.6846618652344,18.690279006958008
503,220.05691528320312,254.7425765991211,253.81124877929688,152.54362106323242,232.8888702392578,39.61943435668945,225.30726623535156,24.435004234313965,271.611572265625,18.769702434539795
504,219.53927612304688,254.70746612548828,254.10586547851562,152.3360137939453,232.85305786132812,39.62892436981201,225.31150817871094,24.427742958068848,271.54962158203125,18.840378284454346
505,219.22608947753906,254.4381866455078,254.3512420654297,152.26124954223633,232.78729248046875,39.63288402557373,225.33990478515625,24.410725593566895,271.5022888183594,18.901160717010498
506,218.7513427734375,253.9537582397461,254.68551635742188,152.24075317382812,232.64166259765625,39.64203357696533,225.3454132080078,24.384060859680176,271.5022888183594,19.642343044281006
507,218.2685546875,253.7621612548828,255.03857421875,152.11510848999023,232.64356994628906,39.60559558868408,225.2275390625,24.362600326538086,271.4962158203125,19.681092739105225
508,217.85281372070312,253.46610260009766,255.2800750732422,152.06928634643555,232.61976623535156,39.60136127471924,225.24688720703125,24.345279693603516,271.377685546875,19.73699140548706
509,217.49456787109375,252.9719009399414,255.54591369628906,152.06149291992188,232.5847625732422,39.614075660705566,225.23838806152344,24.315001487731934,271.3280029296875,19.79524040222168
