time,AngRodilla
0.0,77.50940938987767
0.005,78.44494333770301
0.01,79.32174151570868
0.015,80.1530802216065
0.02,80.94981983258093
0.025,81.72044192587285
0.03,82.4712403440844
0.035,83.2059079524048
0.04,83.9252682338847
0.045,84.62798023715602
0.05,85.31218897063897
0.055,85.97667235861579
0.06,86.62083997060205
0.065,87.24432658720092
0.07,87.84639277639623
0.075,88.42554413775756
0.08,88.97937858512209
0.085,89.50438745732455
0.09,89.99672635006684
0.095,90.45330405827475
0.1,90.8713053463772
0.105,91.24731389716804
0.11,91.57768673007101
0.115,91.85980579234919
0.12,92.0931338835218
0.125,92.278557956679
0.13,92.41666602527093
0.135,92.50771468150408
0.14,92.55277833039199
0.145,92.55324124780225
0.15,92.50917382639574
0.155,92.41910970985865
0.16,92.28106994430354
0.165,92.09331791912558
0.17,91.85456465314036
0.17500000000000002,91.56348055698362
0.18,91.21789574454677
0.185,90.81506881153608
0.19,90.35230491566963
0.195,89.82665645135259
0.2,89.23493253152307
0.20500000000000002,88.57450716527498
0.21,87.84385156071686
0.215,87.04199967203101
0.22,86.16713322318097
0.225,85.21623975767349
0.23,84.18663398796696
0.23500000000000001,83.07748123642291
0.24,81.89041402561
0.245,80.62968572448531
0.25,79.30168628600802
0.255,77.91391404408776
0.26,76.47397650857366
0.265,74.98867023388486
0.27,73.4632997786139
0.275,71.90163302328602
0.28,70.30656457380546
0.28500000000000003,68.68106653122159
0.29,67.02877184216301
0.295,65.35367692766366
0.3,63.65888652648023
0.305,61.94596538383426
0.31,60.216427180384365
0.315,58.473982409606414
0.32,56.72519460901173
0.325,54.97788402715075
0.33,53.23893642056303
0.335,51.51361414385822
0.34,49.80599336464941
0.34500000000000003,48.119831688460124
0.35000000000000003,46.45993492027783
0.355,44.832571900902984
0.36,43.24440815591842
0.365,41.701466007131195
0.37,40.208790957848834
0.375,38.7704749550156
0.38,37.389797642459925
0.385,36.06915522914059
0.39,34.809405848220095
0.395,33.60956403286524
0.4,32.467693979363816
0.405,31.381617654341845
0.41000000000000003,30.348968590488415
0.41500000000000004,29.368102548305103
0.42,28.439461286842832
0.425,27.565747137276333
0.43,26.751211472124204
0.435,26.00117764130505
0.44,25.32183111194236
0.445,24.720093398214026
0.45,24.20357465871107
0.455,23.779674229256102
0.46,23.453804311513075
0.465,23.228760664275228
0.47000000000000003,23.105610277999773
0.47500000000000003,23.084338387724927
0.48,23.16343981010359
0.485,23.339024091015887
0.49,23.60459565200226
0.495,23.95207310402406
0.5,24.373390432893032
0.505,24.861683975710008
0.51,25.4117364522698
0.515,26.020123081375424
0.52,26.685493744256796
0.525,27.408809232075605
0.53,28.192967028911166
0.535,29.04187139246801
0.54,29.959287790234082
0.545,30.947461331535454
0.55,32.006302027286566
0.555,33.134056970499365
0.56,34.328404854478464
0.5650000000000001,35.58677875237244
0.5700000000000001,36.90643156717283
0.5750000000000001,38.28429858634924
0.58,39.716558540209675
0.585,41.19874246699941
0.59,42.72621891560816
0.595,44.294309643909145
0.6,45.89805278927902
0.605,47.531620531910015
0.61,49.187446130956246
0.615,50.85604926792493
0.62,52.527331921119284
0.625,54.19213008594838
0.63,55.84287001174853
0.635,57.47384322518798
0.64,59.081059081177585
0.645,60.66165963317148
0.65,62.21382957894501
0.655,63.736686805020966
0.66,65.22971534211729
0.665,66.69303334992577
0.67,68.12822672170418
0.675,69.53786337411174
0.68,70.9238507442542
0.685,72.28697712802332
0.6900000000000001,73.62810373867744
0.6950000000000001,74.94849959149926
0.7000000000000001,76.24895104523303
0.705,77.53025190367225
0.71,78.79455737008385
0.715,80.04468923228413
0.72,81.28198608725086
0.725,82.50512563548355
0.73,83.71020175583686
0.735,84.8912340941574
0.74,86.0408536664288
0.745,87.15142562929049
0.75,88.21650842724993
0.755,89.23139067329527
0.76,90.1920911062298
0.765,91.09436527532935
0.77,91.9333619286873
0.775,92.70326686379833
0.78,93.39789421044026
0.785,94.01223690603047
0.79,94.54236796324363
0.795,94.98358491412577
0.8,95.33017097798563
0.805,95.57731904072013
0.81,95.7222933805036
0.8150000000000001,95.76400100066877
0.8200000000000001,95.70241475134893
0.8250000000000001,95.53896565242837
0.8300000000000001,95.27756536647823
0.835,94.92448649080865
0.84,94.48744301580797
0.845,93.97558648044685
0.85,93.39934309323317
0.855,92.76918393763982
0.86,92.09447055945044
0.865,91.38274889796233
0.87,90.63914861559671
0.875,89.86576502018886
0.88,89.0616504101194
0.885,88.22424462256225
0.89,87.35096164808554
0.895,86.43937624363707
0.9,85.48722584547886
0.905,84.49311874013594
0.91,83.4566669284088
0.915,82.37822148919392
0.92,81.25935696318655
0.925,80.10284912111116
0.93,78.91118371377468
0.935,77.6852482731858
0.9400000000000001,76.42417980438738
0.9450000000000001,75.12579963576326
0.9500000000000001,73.78742660295372
0.9550000000000001,72.40692107678514
0.96,70.98365698737241
0.965,69.51878820286942
0.97,68.01397086145602
0.975,66.47008925949062
0.98,64.88812076782642
0.985,63.270777879366406
0.99,61.62311738308284
0.995,59.95248472044703
1.0,58.26786337440189
1.0050000000000001,56.57826130335436
1.01,54.891028906277555
1.0150000000000001,53.21120044021157
1.02,51.54169146719822
