time,AngRodilla
0.0,59.05146673569697
0.001,58.447071811162814
0.002,57.84571955975662
0.003,57.24761026997691
0.004,56.652934502934755
0.005,56.061873338032854
0.006,55.47460009632796
0.007,54.89128335142356
0.008,54.31208955886966
0.009000000000000001,53.737183605119824
0.01,53.166727314658445
0.011,52.600877615134486
0.012,52.03978620713664
0.013000000000000001,51.48360028877411
0.014,50.93246287346582
0.015,50.38651125073449
0.016,49.84587404487054
0.017,49.3106702336489
0.018000000000000002,48.78101129334577
0.019,48.25700388118544
0.02,47.73875064907445
0.021,47.22634936320793
0.022,46.719892285085805
0.023,46.21946672322058
0.024,45.72515646084466
0.025,45.237043085889695
0.026000000000000002,44.7552053567246
0.027,44.27971758869982
0.028,43.81064988126686
0.029,43.3480692922112
0.03,42.892039749808006
0.031,42.44262106164484
0.032,41.9998683740053
0.033,41.56383153638354
0.034,41.1345530694574
0.035,40.71206602477866
0.036000000000000004,40.296393882097775
0.037,39.887552942743966
0.038,39.48555603421872
0.039,39.09041548776588
0.04,38.702144658763444
0.041,38.32075788334598
0.042,37.94626818375963
0.043000000000000003,37.57868491574064
0.044,37.21801479366095
0.045,36.86426388461725
0.046,36.51743586867946
0.047,36.177527958359455
0.048,35.84452926589436
0.049,35.51842239816084
0.05,35.19918494564258
0.051000000000000004,34.886790188120905
0.052000000000000005,34.5812096727877
0.053,34.28241626850201
0.054,33.9903841054283
0.055,33.70508656772578
0.056,33.42649482494641
0.057,33.15457699278288
0.058,32.88929833530671
0.059000000000000004,32.630623262402054
0.06,32.37851789156839
0.061,32.13295074812989
0.062,31.893891615235162
0.063,31.661310891593388
0.064,31.435179441028666
0.065,31.21546778695501
0.066,31.002145520126803
0.067,30.795180924669083
0.068,30.594540187617156
0.069,30.40018710516766
0.07,30.212083983514468
0.07100000000000001,30.030193715324067
0.07200000000000001,29.854482424490605
0.073,29.68492108505501
0.074,29.521485541477936
0.075,29.36415542320301
0.076,29.212911686661243
0.077,29.067733871455374
0.078,28.928598736494905
0.079,28.79547967377387
0.08,28.668347264856003
0.081,28.547171578832597
0.082,28.431923914330277
0.083,28.32257715785949
0.084,28.219106432939355
0.085,28.12148962501361
0.08600000000000001,28.029706552853703
0.08700000000000001,27.94373820810705
0.088,27.863566777049627
0.089,27.789174430553047
0.09,27.720540904690026
0.091,27.657642547055502
0.092,27.600454275601265
0.093,27.54895241735685
0.094,27.503114766759033
0.095,27.46291899583781
0.096,27.428343026927045
0.097,27.399365648634316
0.098,27.375964686591885
0.099,27.358114757159868
0.1,27.345787531241413
0.101,27.33895455707262
0.10200000000000001,27.33758957003601
0.10300000000000001,27.341667354423606
0.10400000000000001,27.35116080782293
0.105,27.366039448464456
0.106,27.386269281501363
0.107,27.411812650110484
0.108,27.442628442655902
0.109,27.478673514262155
0.11,27.519904356275326
0.111,27.566277710427556
0.112,27.617750007954186
0.113,27.674275661131297
0.114,27.735805213598105
0.115,27.80228460608398
0.116,27.873655349632116
0.117,27.949855813815475
0.11800000000000001,28.030823702088504
0.11900000000000001,28.116497849631067
0.12,28.206818066612826
0.121,28.301724099427183
0.122,28.401154778588968
0.123,28.505048051780193
0.124,28.613342811122116
0.125,28.725981092354523
0.126,28.842909286527167
0.127,28.964079142014185
0.128,29.08944788884589
0.129,29.218976946937286
0.13,29.35263084275812
0.131,29.49037686447515
0.132,29.632184321008616
0.133,29.778022935619855
0.134,29.927861196271074
0.135,30.081665837239427
0.136,30.239402290632412
0.137,30.40103472614932
0.138,30.566524997886937
0.139,30.73583157854687
0.14,30.90891076908758
0.14100000000000001,31.085719942858805
0.14200000000000002,31.266219107244726
0.14300000000000002,31.450369485306705
0.14400000000000002,31.63813179855039
0.145,31.82946565667608
0.146,32.024328789120304
0.147,32.22267559618146
0.148,32.424456100805706
0.149,32.62961548412023
0.15,32.83809358433391
0.151,33.049825334121465
0.152,33.26474339097187
0.153,33.4827814907862
0.154,33.70387650789601
0.155,33.92796965857393
0.156,34.15500727791343
0.157,34.38494041553487
0.158,34.61772344572848
0.159,34.85331359364308
0.16,35.0916720680937
0.161,35.332763942357346
0.162,35.576556059181165
0.163,35.82301591207481
0.164,36.072111556748254
0.165,36.323810788173134
0.166,36.57808031668708
0.167,36.8348860754589
0.168,37.09419342742089
0.169,37.355966713444445
0.17,37.620169753742005
0.171,37.88676691673734
0.17200000000000001,38.15572369844515
0.17300000000000001,38.427006840548785
0.17400000000000002,38.70058332118096
0.17500000000000002,38.97641927085369
0.176,39.254481203174294
0.177,39.53473839958781
0.178,39.81716242835324
0.179,40.10172409674752
0.18,40.3883928173912
0.181,40.67713978776531
0.182,40.967940759147794
0.183,41.26077496535937
0.184,41.55562261646272
0.185,41.85246448954545
0.186,42.15128282481259
0.187,42.452062244058176
0.188,42.754789819484614
0.189,43.05945321260654
0.19,43.366038685471736
0.191,43.67453052617694
0.192,43.98491158177288
0.193,44.297164654667924
0.194,44.61127258275609
0.195,44.92721594364547
0.196,45.244970895939694
0.197,45.564508341277154
0.198,45.8857944358046
0.199,46.208793706734305
0.2,46.53347295669549
0.201,46.85980122384738
0.202,47.187746364758176
0.203,47.51727336801938
0.20400000000000001,47.84834539150198
0.20500000000000002,48.18092466386109
0.20600000000000002,48.51497220844348
0.20700000000000002,48.85044739057878
0.20800000000000002,49.18730849394859
0.209,49.52551496661432
0.21,49.86502948497153
0.211,50.205817120683705
0.212,50.54784261198904
0.213,50.89106900847521
0.214,51.23545843809402
0.215,51.58097298148344
0.216,51.927574166390656
0.217,52.275222110557095
0.218,52.62387544319333
0.219,52.97349107729508
0.22,53.32402359816999
0.221,53.675424892240805
0.222,54.0276433332449
0.223,54.380622746104166
0.224,54.73430284664701
0.225,55.088621511433956
0.226,55.443517053325785
0.227,55.798928733249205
0.228,56.15479619393406
0.229,56.51106019796097
0.23,56.86766519378687
0.231,57.22456100223717
0.232,57.58170245983487
0.233,57.9390486076733
0.234,58.29656101423736
0.23500000000000001,58.65420058026932
0.23600000000000002,59.01192533118483
0.23700000000000002,59.36969129528766
0.23800000000000002,59.727455114590825
0.23900000000000002,60.08517549698105
0.24,60.44281278556811
0.241,60.80032838905766
