time,AngRodilla
0.0,114.9513791570895
0.001,114.92633014819623
0.002,114.89923358925233
0.003,114.8702219433271
0.004,114.83942580997717
0.005,114.8069748334868
0.006,114.77299558504717
0.007,114.73760842383442
0.008,114.7009271859117
0.009000000000000001,114.66305964510627
0.01,114.62410607148438
0.011,114.58415779485813
0.012,114.54329753101088
0.013000000000000001,114.50160215714159
0.014,114.45914668862517
0.015,114.41600562142833
0.016,114.37225190124595
0.017,114.3279563335347
0.018000000000000002,114.2831857985949
0.019,114.2379995438688
0.02,114.19244746097804
0.021,114.14657165452033
0.022,114.10040816217736
0.023,114.05398748508702
0.024,114.00733551920369
0.025,113.96047426782087
0.026000000000000002,113.91342051030472
0.027,113.86618445283449
0.028,113.8187711828867
0.029,113.77118322246565
0.03,113.72342106234154
0.031,113.6754827205389
0.032,113.62736457427593
0.033,113.57906232131867
0.034,113.5305711201588
0.035,113.48188580335989
0.036000000000000004,113.43300109739711
0.037,113.38391250869765
0.038,113.33461843000192
0.039,113.28512125191932
0.04,113.2354266275803
0.041,113.18554211088974
0.042,113.135474477726
0.043000000000000003,113.08522576824939
0.044,113.03479128855014
0.045,112.98416142018652
0.046,112.93332542303861
0.047,112.88227474755035
0.048,112.8310043207351
0.049,112.77951051177342
0.05,112.72778641072617
0.051000000000000004,112.67581803636821
0.052000000000000005,112.6235845304384
0.053,112.57106181087048
0.054,112.51822541500218
0.055,112.46504984703937
0.056,112.41150812389266
0.057,112.3575738518405
0.058,112.30322258745352
0.059000000000000004,112.24843131365756
0.06,112.19317650254592
0.061,112.13743120317969
0.062,112.08116443734292
0.063,112.02434322723077
0.064,111.96693396894945
0.065,111.90890280990851
0.066,111.85021613701397
0.067,111.79084087081446
0.068,111.73074417412441
0.069,111.6698926566952
0.07,111.608251136061
0.07100000000000001,111.54578236464499
0.07200000000000001,111.48244835909449
0.073,111.41821102088913
0.074,111.35303186754123
0.075,111.2868720967245
0.076,111.21969222170387
0.077,111.15145230143256
0.078,111.0821140505986
0.079,111.01164287270416
0.08,110.94000770473326
0.081,110.86717924029927
0.082,110.79312860088149
0.083,110.71782655545672
0.084,110.64124275712783
0.085,110.56334587357566
0.08600000000000001,110.4841031774778
0.08700000000000001,110.40347821100735
0.088,110.32142949314729
0.089,110.23791206581407
0.09,110.15287964798782
0.091,110.06628662771581
0.092,109.97809093434259
0.093,109.88825572598194
0.094,109.79674685639463
0.095,109.70352818607108
0.096,109.60855953138065
0.097,109.51179777847119
0.098,109.41319888565893
0.099,109.31271936214134
0.1,109.21031607671384
0.101,109.10594508643786
0.10200000000000001,108.99956119901206
0.10300000000000001,108.89111923286025
0.10400000000000001,108.78057668008614
0.105,108.66789420712227
0.106,108.5530327593064
0.107,108.43595187227643
0.108,108.31661094499745
0.109,108.19497050338234
0.11,108.0709920781355
0.111,107.94463743890225
0.112,107.81586895375699
0.113,107.68465145334076
0.114,107.55095303445724
0.115,107.41474481929839
0.116,107.27600157931197
0.117,107.13470244323855
0.11800000000000001,106.99083108263952
0.11900000000000001,106.8443754081683
0.12,106.69532578495398
0.121,106.54367251346687
0.122,106.38940505453736
0.123,106.23251366655475
0.124,106.07299221442562
0.125,105.9108399919639
0.126,105.74606065224413
0.127,105.57865916661967
0.128,105.40863930109364
0.129,105.23600298042584
0.13,105.06075159558142
0.131,104.88288712079162
0.132,104.70241134562784
0.133,104.51932520721948
0.134,104.333628624493
0.135,104.14531961191611
0.136,103.9543951718118
0.137,103.76085486835322
0.138,103.56470309893882
0.139,103.36594760773565
0.14,103.16459642835645
0.14100000000000001,102.96065633429981
0.14200000000000002,102.7541332516181
0.14300000000000002,102.54503240259206
0.14400000000000002,102.33335662682855
0.145,102.11910557901845
0.146,101.90227767379011
0.147,101.6828721247943
0.148,101.46088929929783
0.149,101.23632929071702
0.15,101.00918947600748
0.151,100.77946362936663
0.152,100.54714284139163
0.153,100.31221619123669
0.154,100.07467090767918
0.155,99.83449169238975
0.156,99.59165928788877
0.157,99.34615141282941
0.158,99.09794703156552
0.159,98.8470299596799
0.16,98.59338858076927
0.161,98.33701289564664
0.162,98.07789264200665
0.163,97.81601756737618
0.164,97.5513775316613
0.165,97.28396274359106
0.166,97.01376593159793
0.167,96.74078449454959
0.168,96.4650199852452
