time,ML,AP
0.0,-0.11593577741154958,-0.7880509949907768
0.01,-0.10805956585226063,-0.8830716824627716
0.02,-0.09940613779960171,-0.9735704681738984
0.03,-0.08935979891608688,-1.0553421538865333
0.04,-0.07813380937531234,-1.1254978536104103
0.05,-0.06640795523290158,-1.182482559730816
0.06,-0.05485528109320909,-1.2258630290185504
0.07,-0.04395665785335747,-1.2562956868626263
0.08,-0.03393063225387747,-1.2753130142923164
0.09,-0.024813503490304607,-1.2848408774617572
0.1,-0.016637205640768263,-1.2867058179512318
0.11,-0.0094557669516967,-1.2825743482988035
0.12,-0.0033359464376509925,-1.2742737377900548
0.13,0.0017274831146614385,-1.2639667299525519
0.14,0.006089751883446891,-1.2541500246789241
0.15,0.010543306162057023,-1.2472165974447194
0.16,0.016046543048568958,-1.2443887835650491
0.17,0.023427106687324582,-1.2453600018276496
0.18,0.03318511210349568,-1.2492095954401816
0.19,0.04524895477329148,-1.2551513381398665
0.2,0.05886015258733719,-1.262711397259171
0.21,0.07286296583178792,-1.27184723839741
0.22,0.08612735124136867,-1.2827108624910228
0.23,0.09788577596391114,-1.2953494566057986
0.24,0.10804896339005772,-1.3097342848967217
0.25,0.11711429184196634,-1.3254235024481222
0.26,0.1255734218811302,-1.3411646504396932
0.27,0.13353351878437122,-1.3553686992674672
0.28,0.14080501594062123,-1.3669019646761356
0.29,0.14705174880613628,-1.3754457112611758
0.3,0.15191298886711152,-1.3814664155816145
0.31,0.15519286855361955,-1.3861264010991419
0.32,0.1568198177664375,-1.3911745229376908
0.33,0.15659752814285624,-1.3983363143187737
0.34,0.15430634209850833,-1.408623588688862
0.35000000000000003,0.15008758251162554,-1.4221998071749709
0.36,0.14460069503624842,-1.4383345667700662
0.37,0.13887793955251024,-1.4555849357994104
0.38,0.13398957320274377,-1.4723816944698127
0.39,0.13065001077240515,-1.4872973162983856
0.4,0.1289834808391502,-1.4989159883145056
0.41000000000000003,0.12852350918677452,-1.5057680693224476
0.42,0.12848946511370143,-1.5067147055438737
0.43,0.12829200645058791,-1.5016585822156927
0.44,0.12777672655863537,-1.4917186474666815
0.45,0.12700014645984975,-1.478821083898792
0.46,0.12608784890874836,-1.4655000253869686
0.47000000000000003,0.1253825701563772,-1.4545962908714358
0.48,0.12538752293625566,-1.4483159637752314
0.49,0.1263677630685604,-1.4474129767772614
0.5,0.1281599396491702,-1.4511396636566984
0.51,0.13048301108756633,-1.4578325976237867
0.52,0.13316523633013638,-1.4659099699022275
0.53,0.1359412313186919,-1.474575454375741
0.54,0.13847089994581768,-1.4836214878683966
0.55,0.14069310196605175,-1.4928241416420425
0.56,0.14283768297002367,-1.5015570925115087
0.5700000000000001,0.14515257503961546,-1.5088109598236132
0.58,0.14778617618514425,-1.5135846249686564
0.59,0.15072750130654533,-1.5151799768703105
0.6,0.1536468550423492,-1.5130871247534652
0.61,0.15582460909394114,-1.5070460481668215
0.62,0.15634782271539252,-1.4977572083380188
0.63,0.15452878928145736,-1.4872314999733638
0.64,0.1502584734965837,-1.4777057208259707
0.65,0.14404644602009856,-1.4702722438319131
0.66,0.13693233621445117,-1.4648133208723801
0.67,0.13032388195870317,-1.4606637584374644
0.68,0.12550877549100675,-1.4572325182642902
0.6900000000000001,0.12304105048273858,-1.4546650253015267
0.7000000000000001,0.1224619620525981,-1.453711011842081
0.71,0.12260458333657939,-1.4547168679473375
0.72,0.12240512010411492,-1.457264524355308
0.73,0.12151236695147577,-1.4606473246319414
0.74,0.12024453352166846,-1.4644397228411727
0.75,0.1194568992527186,-1.4688411229472105
0.76,0.1203307480430822,-1.474169091809054
0.77,0.12360235065213547,-1.4801096486766776
0.78,0.12904349945561636,-1.486179585190438
0.79,0.13580911371971321,-1.4924653024294192
0.8,0.14292391082102476,-1.4990583563705746
0.81,0.14952770535181392,-1.5050343458197963
0.8200000000000001,0.155041110368251,-1.5083350450496533
0.8300000000000001,0.15923523583697663,-1.506689665700307
0.84,0.1620966189493823,-1.4989509168069177
0.85,0.16360509967596723,-1.485599598953827
0.86,0.16377447276581736,-1.4680171296495492
0.87,0.16285670165623212,-1.4477532866201677
0.88,0.16131916777127392,-1.4265027639302785
0.89,0.1596529194940597,-1.4061136940782515
0.9,0.15824035051102364,-1.3881762779747742
0.91,0.15726964990615253,-1.3738144046806349
0.92,0.15664353077309556,-1.3638956731180538
0.93,0.15603190901232905,-1.3588525501043707
0.9400000000000001,0.15503306257424032,-1.3582127584644088
0.9500000000000001,0.15318398338162947,-1.3607025289479626
0.96,0.15005271145307475,-1.3647629786679991
0.97,0.14554754088441207,-1.3687211444275216
0.98,0.13984644696925913,-1.3708139584113015
0.99,0.13303244302663503,-1.3698019973625766
1.0,0.1253143011162829,-1.3656030617968764
1.01,0.11744187514982463,-1.3591896631984932
1.02,0.11034480408019201,-1.3520897280852342
1.03,0.10453983399454597,-1.3458620865565694
1.04,0.10007142651323112,-1.341869145403308
1.05,0.09663137142410713,-1.3410996373549966
1.06,0.0935070515911646,-1.343728423967575
1.07,0.08964779988108106,-1.3493679361716073
1.08,0.08422795698351401,-1.3578381188994317
1.09,0.07734798571155783,-1.3688442641135066
1.1,0.06992344091807332,-1.3809035200601736
1.11,0.06273382326801284,-1.3914017629495172
1.12,0.05583254529051824,-1.3981155336469007
1.1300000000000001,0.048980281224717606,-1.4003921683123721
1.1400000000000001,0.04233613687715005,-1.3986668913684608
1.1500000000000001,0.0366118733120462,-1.3933206232436544
1.16,0.032742793619362706,-1.3844102089934132
1.17,0.03132083062875455,-1.3724024206340326
1.18,0.03228676075376095,-1.358826900953877
1.19,0.03523942219335026,-1.3457975778686608
1.2,0.03982135116056236,-1.3348836555833716
1.21,0.04575304638720967,-1.3267102817899996
1.22,0.052663151432697994,-1.3212274345788233
1.23,0.05989906941640209,-1.3177139222346308
1.24,0.06644558298249262,-1.3148488281328228
1.25,0.07098919678779161,-1.3113806541372428
1.26,0.07228290097101131,-1.3065289248685503
1.27,0.06976823530350319,-1.2996449093032871
1.28,0.06376398661674797,-1.2902834127669902
1.29,0.05497821634508942,-1.2789066988011977
1.3,0.0440922233312378,-1.2669040416251525
1.31,0.03175871357300545,-1.2556271599211084
1.32,0.018737299865348264,-1.2455997528900735
1.33,0.006033358644506815,-1.2368764984240204
1.34,-0.005190443534623987,-1.229714163593561
1.35,-0.013935341890750758,-1.2241085949687491
1.36,-0.019483554696577254,-1.2188829392824803
1.37,-0.021283316426094673,-1.2120968779614132
1.3800000000000001,-0.019068261085923802,-1.2024576065596426
1.3900000000000001,-0.013329071010789586,-1.1898663801590847
1.4000000000000001,-0.005410270181458513,-1.17487375386993
1.41,0.003254882176485433,-1.158186447147262
1.42,0.011866173267230575,-1.1405670238123322
1.43,0.020148271422748283,-1.1227168236656613
1.44,0.0278968183466215,-1.1050336788771529
1.45,0.03467442150231339,-1.0875257058187033
1.46,0.03978693863005455,-1.0699512709256156
1.47,0.04251808018172632,-1.0520077977869857
1.48,0.042389117516705835,-1.0333210281739664
1.49,0.03939265110103679,-1.0134473149263075
1.5,0.03400292270811769,-0.9923127400335636
1.51,0.026876168916522045,-0.9704174187146586
1.52,0.0186807098089493,-0.9481603616871068
1.53,0.010083055447771425,-0.9252872522010949
1.54,0.001633645446002037,-0.9013953937599815
1.55,-0.006352798372747449,-0.8766323508761162
1.56,-0.0136701598742444,-0.8515887683473252
1.57,-0.019879981174595263,-0.8267740730171727
1.58,-0.02434362525136241,-0.802280721666289
1.59,-0.026807410278644056,-0.7778056245633977
1.6,-0.027735708042921525,-0.7531768871377134
1.61,-0.027902300964138108,-0.7289033592259755
1.62,-0.027821430074547526,-0.7062609421288938
1.6300000000000001,-0.027606245378295795,-0.6869911358701293
1.6400000000000001,-0.0272347065816202,-0.6726670970669092
1.6500000000000001,-0.026951985932396255,-0.6639391910412826
1.6600000000000001,-0.027338150340621103,-0.660217664237823
1.67,-0.02895000887103981,-0.6597984747015538
1.68,-0.032003021430935134,-0.6601629233400572
1.69,-0.03616884296691886,-0.6587294100948194
1.7,-0.04042388596904971,-0.6537302133198035
1.71,-0.0433791639416074,-0.64421778067624
1.72,-0.044086754017721434,-0.6293253136704914
1.73,-0.042545101392603785,-0.6081060810579453
1.74,-0.039507790171031815,-0.5805058894369635
1.75,-0.035973466378622296,-0.5480600717456434
1.76,-0.03282349483126493,-0.5130804766274587
1.77,-0.03060319831768887,-0.47746861593339573
1.78,-0.029325534886164392,-0.44247221241421636
1.79,-0.028607779650845037,-0.40899944410253175
1.8,-0.02826522210496933,-0.37798013703073063
1.81,-0.028739485271703495,-0.35030479355806166
1.82,-0.0307621201756101,-0.3261081950427074
1.83,-0.03462775887822675,-0.30453478225742525
1.84,-0.04000147547091308,-0.2846517537585362
1.85,-0.04635851303295606,-0.26650479774024705
1.86,-0.05332861434263647,-0.251069822437942
1.87,-0.06064016252929924,-0.23907575204177636
1.8800000000000001,-0.06796742886799233,-0.2302094273234448
1.8900000000000001,-0.07484463351125754,-0.22361460346951997
1.9000000000000001,-0.0806753225478341,-0.21859965881456053
1.9100000000000001,-0.08496330588644946,-0.21463780426528778
1.92,-0.08757351760550032,-0.211032640596306
1.93,-0.08874029314892438,-0.20671444931800614
1.94,-0.08888125144116639,-0.20042218845306986
1.95,-0.08839674909556261,-0.19127259342458644
1.96,-0.08762506999238273,-0.17933374666026378
1.97,-0.08684331589260008,-0.1655998565960141
1.98,-0.08608431872479616,-0.15138530826881477
1.99,-0.0850050932542509,-0.13792826826494414
2.0,-0.08317624178398415,-0.1261908621216283
2.0100000000000002,-0.08056762173666276,-0.11670978294769818
2.02,-0.07764562738431566,-0.10980029153240788
2.0300000000000002,-0.075086654198296,-0.10565512521809774
2.04,-0.07352716136641435,-0.10410954301817074
2.05,-0.07344321053216815,-0.10456011326524764
2.06,-0.07513962973876467,-0.10638408067760029
2.07,-0.07873824250712169,-0.10958924736576099
2.08,-0.08404436558904846,-0.11486017528785475
2.09,-0.0904901777150964,-0.12279987017024423
2.1,-0.09728982132509621,-0.13363896629081173
2.11,-0.10373157537340166,-0.14765904349372022
2.12,-0.10940321355974966,-0.16536531581369857
2.13,-0.11419186803105238,-0.18737790258476267
2.14,-0.1181506783739495,-0.214217818681745
2.15,-0.12135152478333591,-0.24585710729448806
2.16,-0.123793289724213,-0.2816964310334664
2.17,-0.12542798446813205,-0.32088462392961126
2.18,-0.1263320837159536,-0.3620341081658769
2.19,-0.12687133792042193,-0.40275484451195376
2.2,-0.12756363784135624,-0.4400213980579845
2.21,-0.1287004266243919,-0.47114199926224415
2.22,-0.1301838088149086,-0.49449355218832236
2.23,-0.1317762122050686,-0.5099747187668668
2.24,-0.13330923845283438,-0.519541308777333
2.25,-0.13447653628996126,-0.5271578346607866
2.2600000000000002,-0.13467311105825797,-0.53713286574935
2.27,-0.13332860301919028,-0.5519359818806739
2.2800000000000002,-0.13035954102328765,-0.5718072158590419
2.29,-0.12623518523800678,-0.5961476392187386
2.3000000000000003,-0.12159873033232993,-0.624537124012392
2.31,-0.11684950404411362,-0.6565381491154099
2.32,-0.11213576169757208,-0.6913513168018851
2.33,-0.10757864995283274,-0.7276743843012727
2.34,-0.10350666849381027,-0.7638013994105045
2.35,-0.10068677208076277,-0.7985741223907487
2.36,-0.10008411714889406,-0.8321455676399891
2.37,-0.10222687142953257,-0.8651344127150897
2.38,-0.10701018787486759,-0.8975796585660392
2.39,-0.11391255837770257,-0.9293189721622422
2.4,-0.12212161617480836,-0.9604629778309339
2.41,-0.13067059165422873,-0.9909182055009109
2.42,-0.13860302849509362,-1.0202807359874526
2.43,-0.14506099278024864,-1.0486172992298504
2.44,-0.1494977354394002,-1.076797987699996
2.45,-0.15189483842950782,-1.1056751427366727
2.46,-0.15266495397012778,-1.135161637646613
2.47,-0.15222837716651277,-1.1643008363929672
2.48,-0.15055602652616856,-1.1919050928307082
2.49,-0.14725844601107843,-1.2168343999277702
2.5,-0.14225393589195862,-1.2380121560397273
2.5100000000000002,-0.13611449432288447,-1.2545113454857497
2.52,-0.12973679528621776,-1.265623323106797
2.5300000000000002,-0.12398022097436186,-1.2713149152008572
2.54,-0.1195943472976566,-1.272794985071333
2.5500000000000003,-0.11715505293947397,-1.272045377826872
2.56,-0.11690298350469432,-1.270966418269487
2.57,-0.1187601341781098,-1.2712994646383065
2.58,-0.12239927819699686,-1.2745608789696923
2.59,-0.12712282089741497,-1.28157241715267
