time,ML,AP
0.0,-0.2297537141611435,0.17549609497361388
0.01,-0.14623991012338794,0.1911132892315754
0.02,-0.0663126917580059,0.2052486499181953
0.03,0.008353840057369777,0.21969994597701936
0.04,0.07685941119225445,0.2364386310225062
0.05,0.13879888373781935,0.25643126695351504
0.06,0.19420545275520587,0.27971796303425894
0.07,0.24380174987216421,0.3060626714384888
0.08,0.28907817875376357,0.33536730084216443
0.09,0.33209453945035405,0.3678693068554379
0.1,0.37503398991551884,0.40380997295179644
0.11,0.4195319661936397,0.4428716716532567
0.12,0.46635022169058843,0.4841722022915007
0.13,0.5155359176279408,0.5265976839109526
0.14,0.5666079912956694,0.5689557634891679
0.15,0.6187116355884057,0.6100570978830316
0.16,0.6708274178619469,0.6489212762950098
0.17,0.7219344816393356,0.6848555820057576
0.18,0.7709727439480139,0.717126853136021
0.19,0.8167930286307163,0.7447796137078
0.2,0.8585008621293296,0.7670287675954549
0.21,0.8957973036430771,0.7833737660579394
0.22,0.9287535307693381,0.793108657506345
0.23,0.957504032644519,0.7955858058628064
0.24,0.982414341498631,0.7914950102345872
0.25,1.0043251204228916,0.7831067068067525
0.26,1.0243107682017214,0.773007953254775
0.27,1.043185322077067,0.7633723444120151
0.28,1.0612144555375669,0.7561740843847046
0.29,1.0780843538258194,0.7531089066733582
0.3,1.093122202156042,0.75505500928784
0.31,1.1057380144487945,0.7616241542982575
0.32,1.1158563648075202,0.7711497010932403
0.33,1.1239796081157578,0.7809149230469973
0.34,1.130828875498094,0.787538782920764
0.35000000000000003,1.1370196853400654,0.7879949770523617
0.36,1.143095944632207,0.780815070218579
0.37,1.1496952754013878,0.7664045437784504
0.38,1.1575269366056766,0.7463906390839138
0.39,1.1671789470109641,0.7227898894120806
0.4,1.1788210197881048,0.6976337339434511
0.41000000000000003,1.1918996133855182,0.672887395532752
0.42,1.2052278409122896,0.6504001795815469
0.43,1.2175288529858939,0.6317157950066556
0.44,1.2278919859957778,0.6175760092836582
0.45,1.2360180277493242,0.6077339304906976
0.46,1.2423106257333743,0.6013826657074944
0.47000000000000003,1.2474867901753603,0.5976695902897551
0.48,1.25202509168448,0.5959950440447466
0.49,1.2560037322758955,0.5958567023782939
0.5,1.2590893962472687,0.5965293735105633
0.51,1.2605589934238097,0.5973786947255276
0.52,1.2596222252432139,0.5981793592205596
0.53,1.2559015496169448,0.59838664626967
0.54,1.2496905386675283,0.5965138571283902
0.55,1.24196033011421,0.5907669858554458
0.56,1.2340011494442302,0.579890964763194
0.5700000000000001,1.226683807888457,0.5635074263074583
0.58,1.220221819696043,0.5421965702388548
0.59,1.214547042073722,0.5171455389516169
0.6,1.2093055263977697,0.4895301794063161
0.61,1.2038711995284255,0.4602115646128816
0.62,1.1980508541027257,0.4298055247536194
0.63,1.1923553214305134,0.39897539435458784
0.64,1.1872113263116848,0.36854697996207564
0.65,1.182328371478421,0.33904372427400425
0.66,1.177030097946439,0.31037841463553884
0.67,1.1708477043626855,0.2823442615081319
0.68,1.163519137405172,0.25504246368485395
0.6900000000000001,1.1547532393931568,0.22866879109603763
0.7000000000000001,1.1444585215478436,0.2032810809721855
0.71,1.1329793990160537,0.17872787156459027
0.72,1.120795253967738,0.15462481257115124
0.73,1.1082009940913422,0.13088830814125865
0.74,1.0952954891448425,0.10840947833563974
0.75,1.0819495521499511,0.08868951259943912
0.76,1.0678848749434036,0.07289350502405575
0.77,1.0531028530927349,0.06144893631268869
0.78,1.0381700789180164,0.053807539254032526
0.79,1.0238511876113037,0.048119621535140794
0.8,1.0104677019716293,0.041849075905014126
0.81,0.9978142625089953,0.033059103666603314
0.8200000000000001,0.9856369061445528,0.020860343258776975
0.8300000000000001,0.9738623892153114,0.005107652621534627
0.84,0.9623895121287944,-0.013637671287297731
0.85,0.9509898455464894,-0.034068067038655656
0.86,0.9394073142311473,-0.054567851446321675
0.87,0.9274148261805045,-0.07364594810365176
0.88,0.9148235500539128,-0.09018801823820459
0.89,0.9014287919595908,-0.10390936403805603
0.9,0.8870273689744409,-0.11552643450873021
0.91,0.8716335256074778,-0.12642697462595298
0.92,0.8555728133908083,-0.13826732596261443
0.93,0.8393725788790508,-0.15252178532226493
0.9400000000000001,0.8235475456931296,-0.16997107931336286
0.9500000000000001,0.8080695351482338,-0.19044820688704467
0.96,0.7920697283497321,-0.21296482383119064
0.97,0.7745282023688966,-0.2358014027557071
0.98,0.7551440700241244,-0.25676826192533797
0.99,0.7344571215377376,-0.274135450414784
1.0,0.7135989604943591,-0.28716337998793573
1.01,0.6938705737932347,-0.2955620544853196
1.02,0.6761217825754399,-0.29922152593338175
1.03,0.6606600026600478,-0.2986331531842351
1.04,0.6476637070202219,-0.2948820575866431
1.05,0.6372549799598106,-0.28899779262545133
1.06,0.6294331227012822,-0.28157490324135565
1.07,0.6241633987225023,-0.2728773087251974
1.08,0.6210894219161233,-0.2630110045110696
1.09,0.6191587983173021,-0.2524960307890867
1.1,0.616880701220985,-0.24293270956752763
1.11,0.6128843288106977,-0.2365684295056892
1.12,0.606431995188577,-0.23489810147231366
1.1300000000000001,0.5977608357483291,-0.23756289113110757
1.1400000000000001,0.587839868588148,-0.24259354228357743
1.1500000000000001,0.577751226475186,-0.24769939762388798
1.16,0.5682764087293012,-0.2510048216990607
1.17,0.5597517607684287,-0.251010042954933
1.18,0.5521180091913219,-0.24678733323676474
1.19,0.5451702691858031,-0.2381547295321749
1.2,0.5388345449008327,-0.2252846770651858
1.21,0.5333007704294606,-0.2082212040233316
1.22,0.5288938608276529,-0.18694855292263712
1.23,0.5255614121235184,-0.16201917458952686
1.24,0.5224189385527039,-0.13483072008839447
1.25,0.5179621738071333,-0.10686949686459583
1.26,0.5107327753708906,-0.07858035255039053
1.27,0.4998752696322971,-0.049220407993135776
1.28,0.4853665583081793,-0.017995891670295673
1.29,0.4679201855053016,0.015097790836661906
1.3,0.4486572425931951,0.049553445386487725
1.31,0.42889204795122404,0.08469773532738531
1.32,0.41016978779925567,0.1194946282831221
1.33,0.3939981654364358,0.1522567620835209
1.34,0.38128648930806286,0.18109041891570649
1.35,0.37223474765050174,0.20502103251403175
1.36,0.36653957866399967,0.224404727638514
1.37,0.3634684838103708,0.24013434442352094
1.3800000000000001,0.3619957414791881,0.2528261625840823
1.3900000000000001,0.36116561916911627,0.26275353225979803
1.4000000000000001,0.3604582350363102,0.27001240326111653
1.41,0.35980038449699575,0.27441579404314437
1.42,0.359304609662877,0.2756613630000218
1.43,0.35900674461633403,0.2741956931159986
1.44,0.3586018496311119,0.271579509742195
1.45,0.3575245681459289,0.2694349297514135
1.46,0.35544107554146276,0.26831820801394207
1.47,0.35238852875103255,0.26785707588802676
1.48,0.3484950397678631,0.26771389640293414
1.49,0.3437938733596745,0.2682669679419311
1.5,0.338002993064535,0.2702801573288504
1.51,0.33041739337407006,0.2740239424226292
1.52,0.320325193087454,0.27888514471813264
1.53,0.30755087497078826,0.2836483501185442
1.54,0.29256734484591856,0.2874123696276849
1.55,0.27614103327598727,0.2905584797944106
1.56,0.2590103078310544,0.29428917051066844
1.57,0.24191727929110293,0.29928573421821614
1.58,0.22563285697486046,0.305381089791188
1.59,0.21072744333100635,0.3118266452428792
1.6,0.19732050579804458,0.3174715774989437
1.61,0.1851662250221319,0.32123008408006404
1.62,0.17402193702561186,0.322608719879972
1.6300000000000001,0.16368229515500268,0.3220019589182449
1.6400000000000001,0.15377781717945785,0.32068227833485025
1.6500000000000001,0.1441356671780829,0.31998428474216234
1.6600000000000001,0.1352616287888082,0.32007555906213025
1.67,0.1279672172791439,0.31953873235332264
1.68,0.12279195671025962,0.3161087447593136
1.69,0.11990629918263633,0.3079165672980402
1.7,0.11895340076792449,0.2944112770311358
1.71,0.11895526289885336,0.2764095683038235
1.72,0.11878692565987628,0.25544540368433166
1.73,0.11766560913406915,0.23312988455220401
1.74,0.11505941174515667,0.21086114275438572
1.75,0.1104475646401594,0.18989919650997886
1.76,0.10343243702090357,0.17155405902980156
1.77,0.09393420914566261,0.1571500675094946
1.78,0.08215617260761546,0.1476291633999643
1.79,0.06842324327804725,0.14282156342626443
1.8,0.053107856058219965,0.14146200979855333
1.81,0.036629235890325955,0.14239076971494558
1.82,0.01936857848598011,0.1451387116523041
1.83,0.0016248434396939713,0.14928928093115953
1.84,-0.016233904121148487,0.15396363387711984
1.85,-0.03365573058766014,0.15784124040145375
1.86,-0.050043380424637636,0.15946615338999312
1.87,-0.06492367910690015,0.15781251947844693
1.8800000000000001,-0.07791124018527802,0.1526857356631186
1.8900000000000001,-0.08863397937786713,0.14461448625049048
1.9000000000000001,-0.09685356449051678,0.13464430428239457
1.9100000000000001,-0.10261813481135343,0.12407367845846835
1.92,-0.10616708536075675,0.11389290768232836
1.93,-0.10775262243759554,0.1044835219785792
1.94,-0.10763547984221924,0.0957567023102669
1.95,-0.10619472334346643,0.0875490428509863
1.96,-0.1040001687625958,0.08019954229804047
1.97,-0.10169371244702817,0.07446638337095263
1.98,-0.09969840452072345,0.07084875890622008
1.99,-0.09807236767632069,0.06958854297899725
2.0,-0.09668869555155662,0.07093396270266122
2.0100000000000002,-0.095472374413634,0.07493339740624891
2.02,-0.0944016089507774,0.08161990550530135
2.0300000000000002,-0.09344198684861757,0.0913903611064396
2.04,-0.09262411922372617,0.1045365853977716
2.05,-0.09207249522128072,0.12065077568469172
2.06,-0.09183780065824321,0.13911921272473826
2.07,-0.09176558537064114,0.1599536585123701
2.08,-0.09161407432903539,0.18342528916103987
2.09,-0.09131842377386892,0.20866390106089633
2.1,-0.09104477534539422,0.233214232462846
2.11,-0.09088623037002047,0.25418874978607653
2.12,-0.09061764559156411,0.26954341008316784
2.13,-0.0899348623673872,0.27833722667020766
2.14,-0.08874975172720417,0.28035436290413407
2.15,-0.08702156612159526,0.2760287761220715
2.16,-0.08462972244433394,0.26679321694299085
2.17,-0.08173249315266753,0.25491872897437057
2.18,-0.07886053595218397,0.2428213993250751
2.19,-0.07636262993348697,0.23286223121013327
2.2,-0.07399671716803893,0.22767655553406607
2.21,-0.07111295519539473,0.2303404422956934
2.22,-0.06712637025801035,0.24389079977861813
2.23,-0.061865104229287746,0.27020281088861875
2.24,-0.05551169967501578,0.30910585221656056
2.25,-0.048228306893571396,0.3584540978229064
2.2600000000000002,-0.03991630775717115,0.41482026262609195
2.27,-0.030340168957602033,0.4740936088883537
2.2800000000000002,-0.01933662624013912,0.5316750546587342
2.29,-0.006960554000750619,0.5830693870313244
2.3000000000000003,0.006293749674172539,0.6254102705063066
2.31,0.01945761914701509,0.6584312700576297
2.32,0.03149625170719406,0.6837095846931543
2.33,0.04180623541944205,0.7032293193012458
2.34,0.05045563796668368,0.7185456668269923
2.35,0.05810693630242447,0.7307427553472903
2.36,0.06561546937952624,0.7407892874276931
2.37,0.07350663519670698,0.7497694309478441
2.38,0.08182757158432451,0.7587072631113583
2.39,0.09046522903013768,0.7681701379683611
2.4,0.09933697804581339,0.7779919731526332
2.41,0.1083272665809081,0.7871776496459169
2.42,0.11732558314123756,0.7940893544590834
2.43,0.12630037143029885,0.7972082842636223
2.44,0.13536776827420804,0.7961183551198051
2.45,0.14479533999760302,0.7920080567830116
2.46,0.15477895555776766,0.7876312691511838
2.47,0.16532090497873797,0.7865525737481655
2.48,0.17635191275941178,0.7916470141635855
2.49,0.18788638463190543,0.8040216541929267
2.5,0.20017943977540623,0.8231310831974562
2.5100000000000002,0.21357595577143293,0.847501725248545
2.52,0.22795818074810847,0.8751412460646856
2.5300000000000002,0.24248343718944726,0.9034696541271006
2.54,0.25604868489759497,0.9295050453587849
2.5500000000000003,0.26805003918919945,0.9504781472482571
2.56,0.27875154164387,0.9644109839326198
2.57,0.2890899503961421,0.9704642772285171
2.58,0.30013248233540535,0.9687664559634757
2.59,0.3126066029944813,0.9594875268820887
2.6,0.32688683894310355,0.9422685497386143
2.61,0.3430302903560351,0.9169227153954571
2.62,0.360526873736835,0.884418983059074
2.63,0.3784269254350351,0.8470768132061387
2.64,0.3958767451902915,0.8079864772799028
2.65,0.412327462475911,0.7699203099276428
2.66,0.4275092907344535,0.7345774127381965
2.67,0.44142514895854307,0.7029624047003022
2.68,0.4542767735810466,0.6761849284936268
2.69,0.46639332704110437,0.6553972855400825
2.7,0.47797405762907325,0.6411016270571113
2.71,0.4887457712753496,0.6327410683885775
2.72,0.4981782073744788,0.6286855805423508
2.73,0.5060258175977317,0.626919641843662
2.74,0.5124406003563068,0.6262324839903477
2.75,0.5177985516803343,0.6265169751014112
2.7600000000000002,0.5226871502147554,0.6279390844259889
2.77,0.527955406794202,0.6301174910964957
2.7800000000000002,0.534592196111569,0.6317654753848532
2.79,0.5435152226911232,0.6308331702531247
2.8000000000000003,0.5555308054778776,0.6253510506328023
2.81,0.5713452570575797,0.6142624769098541
2.82,0.591142084133967,0.5974776981191678
2.83,0.6140376671385366,0.5755865825168318
