time,ML,AP
0.0,-0.8724001495987762,-2.1011129091557748
0.01,-0.8655535549445348,-2.2344766600801544
0.02,-0.8595926972854023,-2.3621847165799594
0.03,-0.8563667284143027,-2.482071013410004
0.04,-0.8565942610712867,-2.5928008562350993
0.05,-0.8600967003073337,-2.6939530313633133
0.06,-0.866304240638194,-2.7862662291806006
0.07,-0.874601107271395,-2.871354101821122
0.08,-0.8842737151910768,-2.9508062018151193
0.09,-0.8942644557810101,-3.025665446204637
0.1,-0.9033171754573097,-3.0966242013931073
0.11,-0.9103997306085809,-3.164381548876818
0.12,-0.9149219774888399,-3.2297163767841326
0.13,-0.9167822592585942,-3.293118544573612
0.14,-0.9162718048529033,-3.3543921620313455
0.15,-0.9138821033566497,-3.412854987016405
0.16,-0.9101861693696065,-3.4678306506491574
0.17,-0.9057512473564147,-3.518914865378226
0.18,-0.9010136604301363,-3.5661068013743393
0.19,-0.896129764119084,-3.6095877213254526
0.2,-0.8910196830900152,-3.649286608499389
0.21,-0.8856578985779049,-3.68506611120894
0.22,-0.8801210345163046,-3.717088573358757
0.23,-0.8743181544428547,-3.7452865349225926
0.24,-0.867896236387073,-3.7685168526255293
0.25,-0.8604906453305315,-3.784957645027652
0.26,-0.8520901714438126,-3.793698722215662
0.27,-0.8430280714693043,-3.79564040252091
0.28,-0.8335177134480685,-3.7927672002734623
0.29,-0.8232995770152798,-3.787005088379991
0.3,-0.8116807123490675,-3.779651498055592
0.31,-0.7978026575904137,-3.7712082152703004
0.32,-0.7808337329571929,-3.7619680780988274
0.33,-0.7601675634730682,-3.7529353986061467
0.34,-0.7359965421655555,-3.745558963110751
0.35000000000000003,-0.7097066780704029,-3.7409788228299203
0.36,-0.6833673995299944,-3.740031729824762
0.37,-0.6589102811740903,-3.7430147646859857
0.38,-0.637707098689907,-3.74906933610884
0.39,-0.6203400202917968,-3.756635146554138
0.4,-0.6065568802611977,-3.76437386915466
0.41000000000000003,-0.595721010939125,-3.770972546709948
0.42,-0.5873363846336271,-3.77464437442671
0.43,-0.5809518605312972,-3.7736284523753647
0.44,-0.5756904615872381,-3.7671049869435933
0.45,-0.5700793481129051,-3.755318720191175
0.46,-0.5623987892699329,-3.738686155548765
0.47000000000000003,-0.5513211118824394,-3.717209149632462
0.48,-0.5362842847323012,-3.6911186190108247
0.49,-0.5174890225859416,-3.661521048732536
0.5,-0.4957459731298472,-3.629903981088707
0.51,-0.47217056911726407,-3.597304105584467
0.52,-0.44791562864160617,-3.5644758493134603
0.53,-0.4239416004473609,-3.5328353081432837
0.54,-0.40072631055653696,-3.504486540152258
0.55,-0.37826368950517525,-3.4809308649905017
0.56,-0.35636561575049125,-3.462360076315572
0.5700000000000001,-0.33493397713757356,-3.448274061217569
0.58,-0.31407851527469555,-3.437932863287547
0.59,-0.29401573119160473,-3.4303528245517194
0.6,-0.2748920056930378,-3.424491940245693
0.61,-0.2567538562114294,-3.4192062781113726
0.62,-0.23960486652073495,-3.4129312015519653
0.63,-0.22351241031809127,-3.4039350444568264
0.64,-0.2087119943026752,-3.391215699427157
0.65,-0.19540850037399485,-3.3749617089323807
0.66,-0.18341553899822,-3.356043686478069
0.67,-0.17220314167993486,-3.3352514618788494
0.68,-0.16122363484803498,-3.313136836409963
0.6900000000000001,-0.15004989111976544,-3.2902782174635714
0.7000000000000001,-0.13835141201278017,-3.267176377592854
0.71,-0.12572419483709882,-3.2442907751288623
0.72,-0.11160171195823608,-3.2224011584928527
0.73,-0.0957038922589495,-3.2019650762497855
0.74,-0.07851826123531748,-3.182176061307069
0.75,-0.061112726203781415,-3.161431728682147
0.76,-0.04473162416593274,-3.138450302788187
0.77,-0.03058713108719302,-3.112964959837013
0.78,-0.01955249290658785,-3.085994675182092
0.79,-0.011844959769522233,-3.059337705509941
0.8,-0.00702180285818043,-3.0343554795630987
0.81,-0.004246572102239936,-3.0110645649835126
0.8200000000000001,-0.002672263323441483,-2.988298144718322
0.8300000000000001,-0.0017657731252640613,-2.9647185584144213
0.84,-0.0014603048018635573,-2.9396201771170434
0.85,-0.002130921696454402,-2.9129232855570217
0.86,-0.004352459065765639,-2.8848857502177268
0.87,-0.008529565908669181,-2.8560710359274126
0.88,-0.014671210202111866,-2.827497016417107
0.89,-0.022445448856539783,-2.800718861570111
0.9,-0.03135434307728811,-2.7777242329749128
0.91,-0.04082897368342371,-2.7606849363497807
0.92,-0.05033582532148752,-2.751610516261901
0.93,-0.05965759268630364,-2.7516035443365032
0.9400000000000001,-0.06916647491023942,-2.7600486556187707
0.9500000000000001,-0.07976135157506055,-2.7749146054514857
0.96,-0.09246642160654811,-2.794029552191407
0.97,-0.10795789886091334,-2.816026552314476
0.98,-0.12630988528894246,-2.840237385963745
0.99,-0.14724468979634087,-2.865751209144618
1.0,-0.17069335749782222,-2.8908063488392512
1.01,-0.19701618455899808,-2.9131336704553665
1.02,-0.22671185506462316,-2.9307448668843716
1.03,-0.2599859900614159,-2.94288505066036
1.04,-0.2964988620483108,-2.9501190421767225
1.05,-0.33543257088652073,-2.952955912389395
1.06,-0.3756523058502722,-2.9512185991126554
1.07,-0.41581197429413774,-2.9454731405425236
1.08,-0.45459526768443625,-2.9381382135145913
1.09,-0.4909748002345795,-2.9323696359729574
1.1,-0.5243226431126771,-2.930349703506273
1.11,-0.5545359837413247,-2.9330155152452098
1.12,-0.5821013499085392,-2.9409351518113995
1.1300000000000001,-0.6078425799643028,-2.9551138796133003
1.1400000000000001,-0.6327405352998914,-2.9770561335819807
1.1500000000000001,-0.6580572711782727,-3.0080686781930326
1.16,-0.6851951721262899,-3.0482560622292465
1.17,-0.7151544046482254,-3.095710422513545
1.18,-0.7480834589042248,-3.14693488042792
1.19,-0.7833595230711641,-3.198683488857815
1.2,-0.8202523211421425,-3.249303170570707
1.21,-0.8584569287050944,-3.298384559418896
1.22,-0.8979584011960203,-3.3455625895017502
1.23,-0.9386202275542996,-3.3898023080225568
1.24,-0.9799981278891341,-3.429763667676199
1.25,-1.0214840260939069,-3.464622492019472
1.26,-1.062599561059972,-3.494440978929516
1.27,-1.1032326584951375,-3.5200285052663483
1.28,-1.1435807694029538,-3.542715678100922
1.29,-1.1837425835523603,-3.5641550434964517
1.3,-1.2233240081035108,-3.585972871129791
1.31,-1.261481360020595,-3.609424835197228
1.32,-1.2974780482312773,-3.635479897352699
1.33,-1.3312266600895153,-3.6650328342043452
1.34,-1.3632490063118965,-3.6986295702327854
1.35,-1.394142970144326,-3.736213772124728
1.36,-1.4241062734621632,-3.777577127787664
1.37,-1.4530042828904426,-3.8225358827471485
1.3800000000000001,-1.4808227121194235,-3.870125429577896
1.3900000000000001,-1.5078988763149865,-3.918166275340579
1.4000000000000001,-1.5346590420975341,-3.964016372270035
1.41,-1.5612091159597854,-4.005727704190069
1.42,-1.5873281233711956,-4.042693622830476
1.43,-1.612672800401536,-4.075263329757098
1.44,-1.6367628932922262,-4.1038010591446685
1.45,-1.6591004535731777,-4.12824037260814
1.46,-1.6794658326432061,-4.148259121909619
1.47,-1.6979873425888943,-4.163587692760929
1.48,-1.7151439606405408,-4.1741701514775595
1.49,-1.7317101346486314,-4.180034667644229
1.5,-1.7483927991546226,-4.181227029342344
1.51,-1.7653939832658248,-4.178260673391169
1.52,-1.7822523942957837,-4.172483231787483
1.53,-1.798071379420733,-4.165680413893192
1.54,-1.8119835206396002,-4.159435212239863
1.55,-1.8234519801259275,-4.154655425912255
1.56,-1.832105766479963,-4.151038478053846
1.57,-1.8374286260100945,-4.147039974416592
1.58,-1.8389851934278787,-4.140817074049956
1.59,-1.8368489725120023,-4.130884168604337
1.6,-1.8316986428231001,-4.1162441488017825
1.61,-1.824543784020766,-4.096829541973379
1.62,-1.8163342067472326,-4.074031206203131
1.6300000000000001,-1.8077350331659756,-4.050569876428716
1.6400000000000001,-1.7991116809283403,-4.029544166453611
1.6500000000000001,-1.7905600186336204,-4.013329141983702
1.6600000000000001,-1.7819204586770157,-4.003065800280529
1.67,-1.7729582755054338,-3.998688450246032
1.68,-1.7636389916365667,-3.9993269951977473
1.69,-1.7540996830165174,-4.003769054184746
1.7,-1.7444467008362678,-4.010478605892508
1.71,-1.734652994394926,-4.0173530797858685
1.72,-1.724454422275813,-4.021858772224338
1.73,-1.7134065953270774,-4.021779515112528
1.74,-1.7010915217947482,-4.015741621270966
1.75,-1.687071708655171,-4.002777421031493
1.76,-1.6708590773669056,-3.9818519541618294
1.77,-1.652259945576497,-3.9522543441280558
1.78,-1.6315835143744633,-3.9145736893161938
1.79,-1.6093659023664248,-3.8715763705105832
1.8,-1.5859609176026814,-3.827842970906697
1.81,-1.5612901517938906,-3.7879271439211077
1.82,-1.534869718024935,-3.754604885203632
1.83,-1.506111778451276,-3.7284416083424428
1.84,-1.4745810534482504,-3.708330711587942
1.85,-1.440124043615821,-3.6921292791756284
1.86,-1.4031081051502674,-3.677291902420901
1.87,-1.3645308438865367,-3.6616813578621246
1.8800000000000001,-1.3257085576350462,-3.6440463405973036
1.8900000000000001,-1.2878137484565053,-3.6238433323657873
1.9000000000000001,-1.251530109093492,-3.600979317142991
1.9100000000000001,-1.2169727433899156,-3.576168634134421
1.92,-1.1839575391973065,-3.551255452184683
1.93,-1.15233316356982,-3.528321140283448
1.94,-1.1221475512708867,-3.5082932750505544
1.95,-1.0936287829559328,-3.49049549084575
1.96,-1.0669498740244319,-3.473343448125843
1.97,-1.0420557589163348,-3.4555603472681846
1.98,-1.0187261836764139,-3.436559116857338
1.99,-0.9965987626751868,-3.4157089217543493
2.0,-0.9752221355264387,-3.3922918406121907
2.0100000000000002,-0.9543881508429528,-3.3663216321538028
2.02,-0.9342057675147156,-3.33874314292109
2.0300000000000002,-0.914570833285308,-3.311057317631322
2.04,-0.8949451918745487,-3.284766471613661
2.05,-0.8748633905760409,-3.2608315205953646
2.06,-0.8542639324000422,-3.2397314566482542
2.07,-0.8334135478629379,-3.2217702837463222
2.08,-0.8130298606258337,-3.2070426748767593
2.09,-0.7941130796979862,-3.1952496422355336
2.1,-0.7772039876641283,-3.1858424411424076
2.11,-0.7620332639160442,-3.178154309596379
2.12,-0.747829821054801,-3.1710681991933742
2.13,-0.7335095636844243,-3.162803957864834
2.14,-0.7177524179396145,-3.151818243289657
2.15,-0.6993910749116098,-3.138204329111788
2.16,-0.6778217226641404,-3.1241218018133017
2.17,-0.6530505087771914,-3.1127833767479984
2.18,-0.6255853450445342,-3.1067275731943433
2.19,-0.5964077299670775,-3.1068393004959836
2.2,-0.5668191836812013,-3.1125756900918433
2.21,-0.5380507073875614,-3.12266280151891
2.22,-0.5109742268024011,-3.1357155936289
2.23,-0.48613198436447363,-3.1504123377750637
2.24,-0.46380176427842684,-3.1653238150760483
2.25,-0.44394482137291147,-3.179072619342315
2.2600000000000002,-0.4261630488824343,-3.1909140793245023
2.27,-0.40980324447717625,-3.2008999812434085
2.2800000000000002,-0.3943282858222511,-3.209300882277958
2.29,-0.37967972630826086,-3.2160897230345054
2.3000000000000003,-0.36629349408847234,-3.2208711427592878
2.31,-0.3547471664135735,-3.2230673191988184
2.32,-0.3450824643398222,-3.2224917465601863
2.33,-0.33646212910617157,-3.2196749252876073
2.34,-0.3277674797228046,-3.2150439960519317
2.35,-0.3182532575552502,-3.2081313767476254
2.36,-0.3074899756183125,-3.1982527318276674
2.37,-0.2952832183799845,-3.185569429232592
2.38,-0.28196968817808155,-3.1710445947114105
2.39,-0.26839881649011427,-3.155825109025156
2.4,-0.25530380582680473,-3.141044164004348
2.41,-0.24276485148952623,-3.1278238965125924
2.42,-0.2302386958190091,-3.116976785537051
2.43,-0.21692267656525147,-3.1086880079214425
2.44,-0.20209196919620165,-3.102563986753346
2.45,-0.18526434813819015,-3.0977460347226704
2.46,-0.1664249550962848,-3.093091691074656
2.47,-0.1462697260030444,-3.08772595732803
2.48,-0.12613144852225577,-3.0811722328899873
2.49,-0.10770307374452051,-3.0727708598506687
2.5,-0.09255313326951685,-3.0615662715608374
2.5100000000000002,-0.08151889758119146,-3.0469699857561756
2.52,-0.07449627958360477,-3.029353699335801
2.5300000000000002,-0.0705124702498649,-3.0100278859718546
2.54,-0.06787176455626556,-2.9905427951700365
2.5500000000000003,-0.06479895465213212,-2.9717653745977555
2.56,-0.06034838644547502,-2.953650107681483
2.57,-0.05456783945408589,-2.9358905441872123
2.58,-0.04794391920190511,-2.9186131342508705
