time,ML,AP
0.0,0.6269901950517789,-0.8328461643578988
0.01,0.6193148079189706,-0.7815965355971631
0.02,0.6119962290091636,-0.7345123194027922
0.03,0.6048741892418111,-0.6940779843877962
0.04,0.597384019406663,-0.6630211832271196
0.05,0.5890586091031212,-0.6431064623934065
0.06,0.5799353339434276,-0.6347014913774687
0.07,0.5705922281386725,-0.637439758331237
0.08,0.561836891445763,-0.6505841172409809
0.09,0.5543893431421555,-0.672661684959646
0.1,0.5489024098453922,-0.7011717264309252
0.11,0.5460087499818828,-0.7329208771555081
0.12,0.5461077381406415,-0.764783774402727
0.13,0.5490732835559392,-0.7943874979601566
0.14,0.5541610726086659,-0.8204999072694527
0.15,0.5604955634418283,-0.8428881603894105
0.16,0.5677130600348012,-0.8619207540797967
0.17,0.5758534893100609,-0.8786809836415769
0.18,0.584765055412376,-0.8948885292336807
0.19,0.5937556076629472,-0.9116688910558018
0.2,0.6017168147096892,-0.9286956089796528
0.21,0.6075995295440061,-0.9451733095673799
0.22,0.6108813455047051,-0.9609720763892831
0.23,0.6117043271060734,-0.9761909412563449
0.24,0.6105926492435946,-0.9904158372279334
0.25,0.6080903679708098,-1.0031565347579385
0.26,0.6047494786212918,-1.0149206216391633
0.27,0.6013298505757911,-1.0276210969022486
0.28,0.5987436663594962,-1.043464327661505
0.29,0.5977826730150277,-1.0631440902328668
0.3,0.5990633664584138,-1.085373222267722
0.31,0.6030793087806333,-1.1080757035074387
0.32,0.610064813312743,-1.1298080470191703
0.33,0.6198058022894389,-1.1502197204450815
0.34,0.6316348545640735,-1.169431158874489
0.35000000000000003,0.6446555640272411,-1.1874332902912248
0.36,0.6579813716042537,-1.2041159367700283
0.37,0.6708865318956857,-1.2192649888212563
0.38,0.6829018509766998,-1.2324916731464697
0.39,0.6937648255375052,-1.2435345199934005
0.4,0.70331129977454,-1.2526707965919748
0.41000000000000003,0.7115356213010559,-1.2609188553112913
0.42,0.718720488698858,-1.2698118681048054
0.43,0.7253630674571394,-1.28057027277474
0.44,0.7320647315393517,-1.2933844980255773
0.45,0.7395426615731622,-1.3075313515240998
0.46,0.7483926127197944,-1.3218374140803626
0.47000000000000003,0.7587031214263091,-1.3349927976523859
0.48,0.7701439172826609,-1.346023511519268
0.49,0.7823716592547807,-1.3549879579003692
0.5,0.7950806400788626,-1.3631215969636106
0.51,0.807793114740952,-1.3721552384426075
0.52,0.8199853393660359,-1.3835187764775099
0.53,0.8315118072596903,-1.3976498359710263
0.54,0.8427097648264612,-1.4136660870938622
0.55,0.8540466298628535,-1.4299138739427728
0.56,0.865884691447639,-1.4446990608675443
0.5700000000000001,0.8785962808394494,-1.4565992419400062
0.58,0.8925978512074676,-1.464816546417922
0.59,0.9080554139273845,-1.4693908943423473
0.6,0.9245610897499433,-1.470806561510066
0.61,0.9411188320540749,-1.4696517569385832
0.62,0.9565092837076583,-1.4666520145345505
0.63,0.9698580536609012,-1.4625023889999411
0.64,0.9809876831650733,-1.4576395369539314
0.65,0.9903530215029398,-1.4523334548365776
0.66,0.9988047032329588,-1.4469165079042818
0.67,1.0074251649506407,-1.4419520203630753
0.68,1.0173728433911877,-1.438143250808388
0.6900000000000001,1.0296417878282735,-1.43586502028045
0.7000000000000001,1.044792623631046,-1.4348670305440518
0.71,1.0626584824188146,-1.4347291861220215
0.72,1.0822865791417688,-1.4355136592920725
0.73,1.1023606507120969,-1.4377049069370162
0.74,1.1217401177893764,-1.4415666309594914
0.75,1.1397418775923212,-1.446846500329609
0.76,1.1561725634319835,-1.4529926500092747
0.77,1.1712237980638411,-1.4591998299357465
0.78,1.1852722977185302,-1.4645217314801369
0.79,1.1986807431916247,-1.468524127875969
0.8,1.2117352129383894,-1.4716549043870557
0.81,1.2245913714909553,-1.4748957665750992
0.8200000000000001,1.2372202935806977,-1.4794567102275282
0.8300000000000001,1.2495101247436233,-1.4863393474075446
0.84,1.261347875029626,-1.4954801293953988
0.85,1.272530398798766,-1.5056666429943515
0.86,1.2827257981446891,-1.515281598059959
0.87,1.2917092961841488,-1.522704914989124
0.88,1.299566474965518,-1.5266907141955366
0.89,1.306480923001302,-1.5271478701924492
0.9,1.3124172271208907,-1.5253183872909855
0.91,1.3171142104507805,-1.5227128675668962
0.92,1.3203215923162062,-1.5197326738763768
0.93,1.3220156419506888,-1.5154131087968141
0.9400000000000001,1.3223626468326286,-1.5083426150374166
0.9500000000000001,1.3215633469213905,-1.4975027988848355
0.96,1.3199143824981103,-1.4825304798777346
0.97,1.3177061991567407,-1.4637534825618228
0.98,1.3147971771580946,-1.4420239323807227
0.99,1.3107229903599231,-1.418280646701514
1.0,1.3052144357870328,-1.393027823069908
1.01,1.2982910694202852,-1.3660331668364076
1.02,1.2901357261292887,-1.3365594579560531
1.03,1.2809974831470738,-1.304094149044247
1.04,1.2710783973085835,-1.26899393752891
1.05,1.2605200985905707,-1.2324792229200119
1.06,1.2493975109956124,-1.1961899860651921
1.07,1.237662831767548,-1.1618484686735986
1.08,1.2252576018002657,-1.1309430568229593
1.09,1.2123901632141874,-1.104360089743887
1.1,1.1995642994757931,-1.082391931744367
1.11,1.1871996452235352,-1.064932038038408
1.12,1.175338713606685,-1.051357163300501
1.1300000000000001,1.1638072673356028,-1.0403680367284085
1.1400000000000001,1.152432912326181,-1.0301665391666033
1.1500000000000001,1.1410472619371996,-1.0188783875398828
1.16,1.1295479941213307,-1.005173349875655
1.17,1.1180258908447143,-0.9889768352043421
1.18,1.106679170926958,-0.971347508316015
1.19,1.0955147550859947,-0.9531464111084882
1.2,1.0841604750429483,-0.9341694413295157
1.21,1.0720732865151363,-0.9139134861956062
1.22,1.0589114107401998,-0.8925696610625712
1.23,1.0447198779176332,-0.8707012637444848
1.24,1.0298993326553216,-0.8482086575895612
1.25,1.0149783176969038,-0.8242068445916348
1.26,1.0003713095315383,-0.7979630217301169
1.27,0.9862769925787076,-0.7695562791017766
1.28,0.9726401968914716,-0.7398602755431642
1.29,0.9592532764707412,-0.7102532262032061
1.3,0.9460042221950378,-0.6820517487513681
1.31,0.933052188128401,-0.656177140982481
1.32,0.920732750415925,-0.6333784266817672
1.33,0.9091817879875234,-0.6141930923387677
1.34,0.8980927160561094,-0.5987088112788099
1.35,0.8869162660481424,-0.5869848774229599
1.36,0.8751835929886258,-0.5792455970839847
1.37,0.8627344707859927,-0.5750296859168132
1.3800000000000001,0.8498564952714069,-0.5730378729031065
1.3900000000000001,0.8370465164314285,-0.5721659688644118
1.4000000000000001,0.8245216582683111,-0.5717093445108758
1.41,0.8121671229205689,-0.570879151859895
1.42,0.7999488620257069,-0.569079297722997
