time,ML,AP
0.0,-1.0470044925725777,-0.5726963382063268
0.01,-1.0943753181404845,-0.6641969299874462
0.02,-1.1411529325300642,-0.747981236258633
0.03,-1.1870606776592127,-0.8200560833981619
0.04,-1.2316749316783544,-0.8803129993288432
0.05,-1.2743847579486869,-0.93126463584024
0.06,-1.3142209444686674,-0.9759505088065462
0.07,-1.3501699062346892,-1.017000209905265
0.08,-1.381765173126052,-1.0563748694292745
0.09,-1.4091602797496747,-1.0949233977969959
0.1,-1.4329418794508764,-1.1322975618764546
0.11,-1.4542097908213463,-1.1675736748932253
0.12,-1.4744873912322125,-1.2001095733768863
0.13,-1.4952221422505552,-1.2300518999057493
0.14,-1.517550520598186,-1.258083798808109
0.15,-1.5424338531932935,-1.28486442793093
0.16,-1.5704720614143164,-1.3108026067929275
0.17,-1.60149320712532,-1.3360602984001808
0.18,-1.634597134215807,-1.3608491609034625
0.19,-1.6686505259622535,-1.3858913079653836
0.2,-1.7026799696553852,-1.4121662236509367
0.21,-1.735835669719606,-1.439955450090967
0.22,-1.7671881692642413,-1.4685118860105086
0.23,-1.7958118750360241,-1.4970338024341068
0.24,-1.8211464148395597,-1.525829369128305
0.25,-1.8432095050517605,-1.556211545388473
0.26,-1.8623892968675635,-1.58919793145184
0.27,-1.879136897133265,-1.6242351200862706
0.28,-1.8940744862929906,-1.6591289569941312
0.29,-1.9081605790372198,-1.6913600578317607
0.3,-1.9222813994903016,-1.7193586174073554
0.31,-1.9367965638576778,-1.742749069816914
0.32,-1.951682512096094,-1.7621735462690427
0.33,-1.9668170165430348,-1.7789646178519962
0.34,-1.9820739890446546,-1.7945690386698039
0.35000000000000003,-1.9974925943704318,-1.8100547614657436
0.36,-2.0132691200064023,-1.8258345236411404
0.37,-2.0294257364174237,-1.8415770027021818
0.38,-2.0458841024052474,-1.8562597058619243
0.39,-2.063012796607067,-1.8684082469953462
0.4,-2.08171186661163,-1.876781898172658
0.41000000000000003,-2.1029165700375736,-1.881184491694879
0.42,-2.1272355533575595,-1.8827698058232372
0.43,-2.154762886779872,-1.8836378395842357
0.44,-2.184825197198302,-1.885591918950364
0.45,-2.2160750303892276,-1.8889429509196554
0.46,-2.247068224596941,-1.8927364546085783
0.47000000000000003,-2.2767177477948586,-1.8959203839730705
0.48,-2.3042711398825078,-1.8982470050065399
0.49,-2.329031399204058,-1.9003859766650923
0.5,-2.3502948733265003,-1.9033580471728289
0.51,-2.367702499153778,-1.9081343825076162
0.52,-2.381616464344278,-1.915434587538705
0.53,-2.3931288462992484,-1.925197938051798
0.54,-2.403583504256534,-1.9363706968981906
0.55,-2.413961807036042,-1.9475388082120848
0.56,-2.424663982517232,-1.9579110292302786
0.5700000000000001,-2.435473318711333,-1.9677515377660135
0.58,-2.445545451793011,-1.977623463326904
0.59,-2.4539533188307003,-1.987292998680828
0.6,-2.4606422485169763,-1.9957920977978596
0.61,-2.466706594991727,-2.00240365472559
0.62,-2.4735347155133107,-2.007249113131215
0.63,-2.481766471420921,-2.01125780288152
0.64,-2.4910361527005156,-2.015693282882587
0.65,-2.5003477460438104,-2.021125975437647
0.66,-2.508561954983247,-2.0266866198439133
0.67,-2.514703778214545,-2.0305445658010832
0.68,-2.5180341960870223,-2.031180278899037
0.6900000000000001,-2.5181929908875405,-2.0283385514484986
0.7000000000000001,-2.515418558039338,-2.0230040797937194
0.71,-2.510369803681217,-2.0165431788548154
0.72,-2.503817286422858,-2.0098650068067627
0.73,-2.4967023427193884,-2.0033631922731585
0.74,-2.4900523375099706,-1.9972747288399184
0.75,-2.4846345959653613,-1.9918456292950897
0.76,-2.480970323976349,-1.9872771878302191
0.77,-2.479477207722052,-1.9835062524314653
0.78,-2.4803743610960467,-1.9802490323203505
0.79,-2.4836755501991203,-1.9773819849687717
0.8,-2.4892217089075936,-1.974942262802393
0.81,-2.4965207418444604,-1.9726872428917683
0.8200000000000001,-2.504661327568737,-1.9696448270289642
0.8300000000000001,-2.5125082212687033,-1.964144621575583
0.84,-2.519087149178262,-1.9546328866290616
0.85,-2.523851281266025,-1.9404885492638588
0.86,-2.526519518123159,-1.9221874869256363
0.87,-2.526723944730473,-1.9011780678850456
0.88,-2.524020490830959,-1.879529783516893
0.89,-2.5181972203779437,-1.8591971082866632
0.9,-2.5093853118818843,-1.8414821554835392
0.91,-2.4979964358677944,-1.8270685170831908
0.92,-2.484685697984406,-1.8160875034742796
0.93,-2.470207857752053,-1.8080920783933039
0.9400000000000001,-2.4550886887433565,-1.8022394258499024
0.9500000000000001,-2.439352673396657,-1.7974322292508051
0.96,-2.4225480265341455,-1.7924129227275025
0.97,-2.4039310678349355,-1.7862818638581959
0.98,-2.3827652187357105,-1.7791340571028365
0.99,-2.35882255208117,-1.771795454196888
1.0,-2.3326711333496366,-1.7645871768484644
1.01,-2.305339291352872,-1.7566036208677545
1.02,-2.277643139456481,-1.7464975780659058
1.03,-2.2499165463252058,-1.7335313487718416
1.04,-2.2224621035590353,-1.717830401907789
1.05,-2.195912465382631,-1.7001203579854764
1.06,-2.1708849281236717,-1.680781840720033
1.07,-2.1475225616959306,-1.6590867307107373
1.08,-2.125458194792966,-1.6341650062896418
1.09,-2.1039773795425583,-1.6064697715903076
1.1,-2.0821249578693024,-1.5775433782629493
1.11,-2.0588673083814633,-1.5487537757583252
1.12,-2.033327444290908,-1.520905889501335
1.1300000000000001,-2.0049324446449917,-1.4947153556783355
1.1400000000000001,-1.9734210154165588,-1.4712058374980368
1.1500000000000001,-1.9387990534608268,-1.4516865030702002
1.16,-1.901342156072462,-1.4374969296876652
1.17,-1.8617073329918954,-1.4297723988792383
1.18,-1.821052562542282,-1.4289093784452227
1.19,-1.7808715418216328,-1.4339982662493864
1.2,-1.7425096699941318,-1.4431859253524082
1.21,-1.7068622438943235,-1.454481395250607
1.22,-1.674600719152931,-1.4659390381295894
1.23,-1.646389208250781,-1.4756687588670956
1.24,-1.6224625667773689,-1.482202740015817
1.25,-1.6019876819489514,-1.4847423215476505
1.26,-1.5831965081712327,-1.4832622513748284
1.27,-1.5643649897102339,-1.4786508640959404
1.28,-1.5446163436060758,-1.4724846524789752
1.29,-1.523882149092344,-1.4664409196758015
1.3,-1.502289091269416,-1.4617794300464857
1.31,-1.479626383915281,-1.4589681185072494
1.32,-1.4554447475499026,-1.4574597903447595
1.33,-1.4295413067779035,-1.4560166969169417
1.34,-1.4021261397329658,-1.453590781771002
1.35,-1.3736717638082225,-1.4497971772989964
1.36,-1.344689797491945,-1.4446473323230649
1.37,-1.3154831250787773,-1.4382748973558517
1.3800000000000001,-1.28624221371219,-1.4308146136849773
1.3900000000000001,-1.2573823457789333,-1.422216427792102
1.4000000000000001,-1.2295265993173023,-1.4122041141102664
1.41,-1.2033231985869692,-1.400483279247778
1.42,-1.179386432561578,-1.3870309931277574
1.43,-1.1581610303686476,-1.3723898442439582
1.44,-1.1398684009632587,-1.357710237902972
1.45,-1.1246518966622545,-1.3443030485821033
