time,ML,AP
0.0,1.8910385222856707,0.2261686251962532
0.01,1.8515845413702012,0.17987352759594705
0.02,1.8127894365895598,0.1334874760073677
0.03,1.7738772636368845,0.08678267611468034
0.04,1.7340923641173658,0.04034669583964223
0.05,1.6927403422427525,-0.004966657174693145
0.06,1.649536401996156,-0.04853927627781346
0.07,1.6049862311105247,-0.09014897095996582
0.08,1.5601109561250213,-0.12983303837651114
0.09,1.5158513145857186,-0.16746452038384
0.1,1.472967955498187,-0.20243906570849937
0.11,1.4322978582136996,-0.23386225779510653
0.12,1.3946781702019564,-0.26108748394614784
0.13,1.3604320428141683,-0.2842730851413413
0.14,1.329068538695796,-0.3046185472732669
0.15,1.2996788803667487,-0.32396307785125117
0.16,1.2715727281780262,-0.3440130774523804
0.17,1.244507804947685,-0.3657980840519966
0.18,1.2185354201367216,-0.38981036544118536
0.19,1.1938882141931708,-0.41662557643369313
0.2,1.1711308445642772,-0.4468941433973742
0.21,1.1511734375358724,-0.48035222448719295
0.22,1.1348062336439002,-0.5152084305535731
0.23,1.1223292266154865,-0.5490054529833152
0.24,1.1136879965214321,-0.5797438866166258
0.25,1.1085707822791582,-0.6058526862635166
0.26,1.1061507583712655,-0.6261187616317321
0.27,1.1050675009923532,-0.640094400845759
0.28,1.1040897504598162,-0.6476661538433274
0.29,1.1027385196629675,-0.6485592221612967
0.3,1.101163167431351,-0.6430572740525874
0.31,1.0998025983876465,-0.6328329928135706
0.32,1.0993277200743248,-0.621086943177021
0.33,1.1004251026439642,-0.6120683946382578
0.34,1.1032884259680809,-0.6097350436127986
0.35000000000000003,1.1075377578086238,-0.6160491268221658
0.36,1.1127275055585442,-0.6300959596759504
0.37,1.1187521605764394,-0.648872121991055
0.38,1.1257873141725605,-0.6692636414075693
0.39,1.1338729682676683,-0.6893077113976452
0.4,1.1426438814554603,-0.7077853397720587
0.41000000000000003,1.1515816324009758,-0.7232734962329207
0.42,1.1602758985967832,-0.7339241183406942
0.43,1.168446979832863,-0.7380570190177085
0.44,1.1760996112637936,-0.7349668696592782
0.45,1.183497978537218,-0.7253159665480807
0.46,1.1908335561339707,-0.7109425109412927
0.47000000000000003,1.1983214291274005,-0.6943632211909403
0.48,1.2064817744207905,-0.6780463913075142
0.49,1.2158060999020124,-0.6636152105526902
0.5,1.22634144794699,-0.6516364456285526
0.51,1.2379007959943058,-0.6423465177647222
0.52,1.2503273620697672,-0.6365739072864547
0.53,1.2633623777791485,-0.635393278586289
0.54,1.2767392576265673,-0.6384820433226622
0.55,1.290547625491412,-0.6435316279261776
0.56,1.3051723790103373,-0.6479430323555846
0.5700000000000001,1.3208953053096153,-0.6506253227006409
0.58,1.3376755789419543,-0.6518601231162833
0.59,1.3552290703839847,-0.6521241387348028
0.6,1.3731397491663735,-0.651564325669365
0.61,1.390746734944809,-0.6500594012605222
0.62,1.4070573724250717,-0.6468860270433889
0.63,1.4210355497462732,-0.6405432513980205
0.64,1.4321014168523785,-0.6298338515064645
0.65,1.440331283166834,-0.6152296167820543
0.66,1.446287643062002,-0.598679116173659
0.67,1.4509716570191407,-0.5821265972113842
0.68,1.45571971623373,-0.566629791848123
0.6900000000000001,1.4615943532098,-0.5524343880816717
0.7000000000000001,1.4689630131886824,-0.5391349097804464
0.71,1.477795260125564,-0.5260152661527189
0.72,1.4879685716050959,-0.5124968786120763
0.73,1.4991838693976867,-0.49818220326865414
0.74,1.5110322620726144,-0.4828823744859036
0.75,1.5233928657337754,-0.4666570123899564
0.76,1.536498549291806,-0.44959208880468254
0.77,1.5504503791586763,-0.4319139407249126
0.78,1.5649401466339303,-0.4140228854817039
0.79,1.5795648388946286,-0.3958688765739146
0.8,1.5940914881833712,-0.376945466744518
0.81,1.6082963952610532,-0.35722687408209
0.8200000000000001,1.6219342389233795,-0.3375794305555182
0.8300000000000001,1.635023645351923,-0.3190651930161195
0.84,1.6479745387042815,-0.3021207483714119
0.85,1.6613618735432234,-0.28654929715048744
0.86,1.6755621175482884,-0.2720687966806235
0.87,1.690599434860896,-0.25888879775836027
0.88,1.7061707435036024,-0.24810782187726188
0.89,1.7216626729317543,-0.2413309607457246
0.9,1.7363222246804608,-0.23948465586800982
0.91,1.7495366180903418,-0.2422334600533506
0.92,1.7609500132431761,-0.24845183401974785
0.93,1.7704320669223947,-0.2567117419432575
0.9400000000000001,1.7779688280610702,-0.2655460848178554
0.9500000000000001,1.7835496502828243,-0.2739445385177692
0.96,1.78724740955317,-0.2818147909934079
0.97,1.7893746995392337,-0.2898928832340809
0.98,1.79044100500417,-0.2992102685096977
0.99,1.7910108218071472,-0.310375329796781
1.0,1.791514231757276,-0.3233219041233347
1.01,1.792041781058366,-0.33777699344701734
1.02,1.7925439113648354,-0.35347212906040726
1.03,1.7933589219463095,-0.36994309852768803
1.04,1.7953594530924395,-0.3862119982101436
1.05,1.7993636617464304,-0.4004495966889518
1.06,1.8052789799048838,-0.41041147707149817
1.07,1.8118230445924064,-0.41473338978865226
1.08,1.8170527254162825,-0.4137389728610772
1.09,1.8192331737281218,-0.4091032508622295
1.1,1.8174914898311505,-0.4032796109486576
1.11,1.8119986263186123,-0.39884650625859164
1.12,1.8038134480033359,-0.39758430106272563
1.1300000000000001,1.7946063933450962,-0.4002582948323061
1.1400000000000001,1.7862524625892087,-0.4071088345043498
1.1500000000000001,1.7801700326127707,-0.4179464590587231
1.16,1.7767277370175507,-0.4318157871021753
1.17,1.7753437024374503,-0.446834045448575
1.18,1.775035448473103,-0.46046952639312544
1.19,1.7747570331972675,-0.4703500687658332
1.2,1.7734951868259858,-0.4752871195560794
1.21,1.770219406705794,-0.4759427816957039
1.22,1.7637336647688437,-0.4749251899436137
1.23,1.752879532976968,-0.4759158917805358
1.24,1.7372725545174963,-0.48181793125655753
1.25,1.7176701594410162,-0.4935337942699234
1.26,1.6952847286768276,-0.5105029032058153
1.27,1.6710046011937494,-0.5317766608851244
1.28,1.645533093848134,-0.5562892541474934
1.29,1.6198869483085299,-0.5827923747144571
1.3,1.5953645220342167,-0.6099999636294201
1.31,1.5729989504900599,-0.6365098784438386
1.32,1.5531176766494152,-0.6605907945515525
1.33,1.5354687806918792,-0.68038307335577
1.34,1.5196704039129532,-0.6945675705972574
1.35,1.5055328617484542,-0.7030845227051667
1.36,1.4931984328488015,-0.7072280812808789
1.37,1.4830842833677707,-0.7089400948214234
1.3800000000000001,1.475646381427744,-0.7098298838876242
1.3900000000000001,1.4711479801546246,-0.7107282400777785
1.4000000000000001,1.469585904089407,-0.7123093448910899
1.41,1.4707780822793273,-0.7157092201876804
1.42,1.4742375517104036,-0.7218845003207168
1.43,1.478799332123476,-0.7306784456119635
1.44,1.4826669667177748,-0.7408344855006622
1.45,1.4841706093953473,-0.750641169186699
1.46,1.4826881736022708,-0.7583963833649174
1.47,1.4787375404201848,-0.7625967655101822
1.48,1.4731994249074802,-0.7622357280266827
1.49,1.4668227264809055,-0.7572790981382407
1.5,1.4603073365611454,-0.7488310110422046
1.51,1.454355428305501,-0.7383219871169338
1.52,1.4494869067480418,-0.7266694919190466
1.53,1.4457367141230402,-0.7146266263378699
1.54,1.4425383108783418,-0.7029749912949075
1.55,1.439043198653249,-0.6917535719231215
1.56,1.434706626500716,-0.6802206087290855
1.57,1.4297279306598423,-0.6679752144355969
1.58,1.4248469614889403,-0.6555621468744283
1.59,1.4206887476879362,-0.6439042034830572
1.6,1.4174301199864991,-0.6338514839011792
1.61,1.4150450992637744,-0.6264693025018555
1.62,1.4136380353610043,-0.6228832569227717
1.6300000000000001,1.4134361498410124,-0.6232526987613849
1.6400000000000001,1.4144949259679869,-0.6264234920068588
1.6500000000000001,1.4165521838687294,-0.6304708481156608
1.6600000000000001,1.419252749313024,-0.6329705951270596
1.67,1.422505728804795,-0.6315259950614867
1.68,1.4265594039146745,-0.6247575161803792
1.69,1.4317138533881848,-0.612573618003036
1.7,1.4381422546109885,-0.5959667229144712
1.71,1.445952760994451,-0.5769192467706206
1.72,1.4551272038968461,-0.5577837002146018
1.73,1.4654666600149013,-0.540284929785672
1.74,1.4768322220971055,-0.5251451115619258
1.75,1.4893084398405578,-0.512406712070536
1.76,1.5029120248885557,-0.5015572069678711
1.77,1.5172066336352,-0.49126554804751926
1.78,1.5313418887302068,-0.47981023648709975
1.79,1.5444315253155325,-0.46591561192560005
1.8,1.5559493593788443,-0.44858955983051196
1.81,1.5660304566018917,-0.4268432127009461
1.82,1.5754704076518342,-0.4002801812370224
1.83,1.5852923914879855,-0.36914168017542975
1.84,1.596260500838559,-0.3336279157198853
1.85,1.6087030314740598,-0.29403054123182415
1.86,1.6225107847831526,-0.2514141836485607
1.87,1.637208449883957,-0.20770002868489898
1.8800000000000001,1.6522770624702847,-0.1650489558399064
1.8900000000000001,1.6674368055819229,-0.1252953461153293
1.9000000000000001,1.6823372116294841,-0.09003552556969602
1.9100000000000001,1.6960972472990608,-0.060515517645525777
1.92,1.7075227985511614,-0.037048222185113264
1.93,1.7158379624948366,-0.01910492155217597
1.94,1.721177597318139,-0.005923325955463698
1.95,1.724410526664664,0.00330272067174769
1.96,1.7266882573886428,0.009709272943188879
1.97,1.7292960787449885,0.014972449977577691
1.98,1.733333444583221,0.0210995542114193
1.99,1.738989417977418,0.03005268269046167
2.0,1.7454864911324803,0.04339103063750385
2.0100000000000002,1.7518566338776822,0.06212836554579504
2.02,1.7574266989668514,0.08682037942554437
2.0300000000000002,1.7617100110749313,0.11734524813077839
2.04,1.7642578052212055,0.15241157855312742
2.05,1.764787656161746,0.18971157594862106
2.06,1.763472395834865,0.22723277317931187
2.07,1.7610111158060473,0.26442876900822343
2.08,1.7581850960453678,0.3017190956721191
2.09,1.7553180489538358,0.33921910017846646
2.1,1.7520686855211804,0.376230231266556
2.11,1.7476232579754059,0.41156648195114054
2.12,1.7413448341903581,0.4440017926564515
2.13,1.7334830212328387,0.4726087961692152
2.14,1.7250484843588814,0.4971779068384915
2.15,1.7170329145505432,0.5181877759364406
2.16,1.7101202873117822,0.5362756611849363
2.17,1.7048926658545134,0.5519902376556046
2.18,1.7016697144761248,0.5658996444442288
2.19,1.7000798353142965,0.5789360751624443
2.2,1.699014187814905,0.5924446672471119
2.21,1.6969856537343857,0.6073353847896368
2.22,1.692487760440512,0.6234141203107433
2.23,1.6842980302498551,0.63986804431966
2.24,1.6719371187394636,0.6559257369312037
2.25,1.6559631691657202,0.6708471822192794
2.2600000000000002,1.637661292720137,0.6840218417975632
2.27,1.6184499570890791,0.6955445436998748
2.2800000000000002,1.5994468781013562,0.7062440255029823
2.29,1.5812203451758424,0.7169081201162819
2.3000000000000003,1.5638239045422577,0.7275655247479107
2.31,1.5472206883626247,0.737384097233588
2.32,1.5316169068215268,0.7453489638691299
2.33,1.5171897711994962,0.7510523092708449
2.34,1.5037371026496271,0.7544976754998833
2.35,1.4908233366854962,0.7554050722847117
2.36,1.47807901139672,0.7533802680233862
2.37,1.4653655798464622,0.7486977182787274
2.38,1.45271367965695,0.7423925554162384
2.39,1.4401325605358657,0.7357934213776948
2.4,1.4277813561611088,0.7305171005929508
2.41,1.416158276306704,0.7284128742192952
2.42,1.405616314481716,0.7308311824939845
2.43,1.3959739518039138,0.7382750862146277
2.44,1.3869300504300335,0.7508384420682113
2.45,1.3784500850659671,0.7682527800971176
2.46,1.3706272866148574,0.7891905814140714
2.47,1.363454507866758,0.8111164329254924
2.48,1.356735855236988,0.8314712947243263
2.49,1.3501845650013056,0.8490797393327146
2.5,1.343483421857931,0.8643386869205092
2.5100000000000002,1.336159074203321,0.8782206514443417
2.52,1.3277099007834692,0.8912619749711158
2.5300000000000002,1.3179787116480908,0.9033162695119246
2.54,1.3072595826865325,0.9138733626117057
2.5500000000000003,1.2960184763923661,0.9223262254112871
2.56,1.2845477714852047,0.9280118326595533
2.57,1.2728377244726448,0.9303490823816836
2.58,1.260608761940159,0.9290368666996922
2.59,1.24756674484451,0.9242548934535205
2.6,1.2336828945774827,0.9166827258848882
2.61,1.2192151278660328,0.9068360805512309
2.62,1.2047746489284559,0.894841997757318
2.63,1.191341846700439,0.881347545394842
2.64,1.1798216756424487,0.8674972713615355
2.65,1.1705368490192936,0.8537177252913755
2.66,1.1632197824376544,0.8395630264174301
2.67,1.1573649880045616,0.8246566588131011
2.68,1.152350925378608,0.8092074962328981
2.69,1.1472651605734128,0.7937557776557986
2.7,1.1410178871188563,0.7786720761351996
2.71,1.1328445953138315,0.763934046998784
2.72,1.1226840460166025,0.7492006881610861
2.73,1.1111102680460139,0.7339276912076376
2.74,1.0989081600094133,0.71735488654056
2.75,1.0867014168582552,0.6986089290574066
2.7600000000000002,1.075065096119358,0.6775760257327931
2.77,1.0647500608526645,0.6558981264652562
2.7800000000000002,1.0563121758509924,0.6362005867141469
2.79,1.0496380929103912,0.6198523791722098
2.8000000000000003,1.0442278828719198,0.6059666838141409
2.81,1.03978362174511,0.5923354151210805
2.82,1.0362521190695584,0.5765229631444733
2.83,1.033594940478921,0.5565534086040627
2.84,1.0318671997525568,0.5315424040743727
2.85,1.0313445087556188,0.5020013794594869
2.86,1.032427384842625,0.4698162842739853
2.87,1.035445513624398,0.43780836583607086
2.88,1.0403224368302608,0.4087374440068754
2.89,1.0463874065283252,0.3844379658658159
2.9,1.0527591310164452,0.36539674480088247
2.91,1.0588694598210482,0.3505613535863356
2.92,1.064571569709202,0.3377659840141076
2.93,1.0698752147383424,0.32478831430330257
2.94,1.07463585164369,0.3099004642009078
2.95,1.0785607828326167,0.29152486389749305
2.96,1.0814619777952423,0.2682100472736868
2.97,1.0833789094648327,0.23915962800615584
2.98,1.0843840444229131,0.20418611270932613
2.99,1.0842781058235014,0.16344590685793048
3.0,1.0825877304684062,0.11774939306835586
3.0100000000000002,1.0788256851546172,0.06844315447878513
3.02,1.0727419998620265,0.016720241508869235
3.0300000000000002,1.0645634647417939,-0.036289199610748384
3.04,1.055029585133016,-0.08933509636395554
3.0500000000000003,1.0449517286826053,-0.1417892039337108
3.06,1.0347630273003656,-0.19377193747626067
3.0700000000000003,1.0246643488426712,-0.2452844459906347
3.08,1.015031866963526,-0.2958922523677822
3.09,1.0064425601641829,-0.344948040125332
3.1,0.9993741960277656,-0.3916712636457934
3.11,0.9940759877144555,-0.43504806024997006
3.12,0.9906555494573991,-0.4736584512279004
3.13,0.9891014091885592,-0.5059025968586628
3.14,0.9892675546668527,-0.5309023715006749
3.15,0.9907523797541461,-0.5493387000423954
3.16,0.9926389139106522,-0.5634805009418419
