time,ML,AP
0.0,-1.1408764912140779,-2.2281125315208516
0.01,-1.1714747593882495,-2.17635451573816
0.02,-1.203683348500787,-2.126871205054117
0.03,-1.2391430833973676,-2.079681749201626
0.04,-1.277966295691047,-2.0341450106310464
0.05,-1.3190915724658707,-1.9900099651209497
0.06,-1.361087064404784,-1.9481374696076457
0.07,-1.402808218853284,-1.910257056280233
0.08,-1.443391032212782,-1.8778338512999102
0.09,-1.4821315792235703,-1.8512000187981037
0.1,-1.518732561780481,-1.829480892833849
0.11,-1.5535469952756187,-1.8110698413401776
0.12,-1.5875555978790243,-1.7946237766178026
0.13,-1.6220058348662536,-1.7797283199993617
0.14,-1.6579119449554367,-1.7665522483490679
0.15,-1.6959036854420804,-1.7555499629843665
0.16,-1.7362888334828963,-1.7475461385521647
0.17,-1.7789033994950676,-1.7434121003311902
0.18,-1.8229193147297613,-1.7433881413723964
0.19,-1.8669822410068406,-1.7466196465655213
0.2,-1.9096558122072074,-1.751275427026091
0.21,-1.9497906969724819,-1.754953702612474
0.22,-1.986623631145066,-1.7549824755454604
0.23,-2.01981582232551,-1.7489100908232238
0.24,-2.0494436165954864,-1.7352997291194037
0.25,-2.0758014319389493,-1.714442415237261
0.26,-2.099366122438875,-1.6885917702029412
0.27,-2.1210395845559016,-1.661272694392795
0.28,-2.142018050633279,-1.6356130102352995
0.29,-2.163306932525392,-1.613149172871239
0.3,-2.1856418472041272,-1.594304443450066
0.31,-2.2095365533638853,-1.5792814065642509
0.32,-2.234832468756489,-1.5678884909251551
0.33,-2.2604200477212575,-1.5586376794657493
0.34,-2.284805639595774,-1.548796810597667
0.35000000000000003,-2.306859852582519,-1.5361189399439683
0.36,-2.32608658015562,-1.52033232277647
0.37,-2.3427238912301944,-1.5029561742905062
0.38,-2.3578686895352137,-1.486179171376804
0.39,-2.3732190606449883,-1.4716359465068385
0.4,-2.3903756841929673,-1.4597083476940895
0.41000000000000003,-2.4102589522130398,-1.4499880541633503
0.42,-2.4330049925761794,-1.4425319342256564
0.43,-2.4581142220682515,-1.4383654304575861
0.44,-2.4846423420402983,-1.438507355604233
0.45,-2.5115036854378943,-1.4428664468964212
0.46,-2.537764578115726,-1.4501816345133867
0.47000000000000003,-2.5627798864511293,-1.4585949713407553
0.48,-2.5862347921890314,-1.4662333164087598
0.49,-2.608013564160587,-1.4713884182151067
0.5,-2.627939618809009,-1.4724244775869308
0.51,-2.645841422554632,-1.468023083897467
0.52,-2.6618938246349195,-1.4576581440395129
0.53,-2.676554465780223,-1.4419428144638555
0.54,-2.690199069173188,-1.4224598199379297
0.55,-2.703071065857726,-1.4007707558674674
0.56,-2.715464075743397,-1.3776058905273083
0.5700000000000001,-2.727707515269175,-1.3531198241873448
0.58,-2.739879949102056,-1.3273692592385262
0.59,-2.7517509777438485,-1.3006843140615554
0.6,-2.763166957594428,-1.2745132158940347
0.61,-2.7743024487929944,-1.2514347109170008
0.62,-2.7854993283969893,-1.2335450354407047
0.63,-2.7969260043177466,-1.2215402660619825
0.64,-2.808316512037266,-1.2153321449727104
0.65,-2.819045542844163,-1.21453962581107
0.66,-2.828539846846759,-1.2184280650323542
0.67,-2.83665108070028,-1.225895095531434
0.68,-2.843521453189733,-1.2357267730713604
