time,ML,AP
0.0,-1.2235939104506706,-2.5246000847642547
0.01,-1.3005741143718068,-2.532081382292332
0.02,-1.375519499070801,-2.5336670580906007
0.03,-1.4489125884540461,-2.527930915840549
0.04,-1.5211482666489746,-2.515799853818468
0.05,-1.592349926956785,-2.4990119341284363
0.06,-1.6625115859201198,-2.4789605494470943
0.07,-1.7314852275526833,-2.4563812853629132
0.08,-1.7988692208226984,-2.431064414891163
0.09,-1.8640178078258498,-2.40201246643856
0.1,-1.9260849318775355,-2.368561439876005
0.11,-1.9842072874780898,-2.3312027529137973
0.12,-2.0378123776824824,-2.2914453483682053
0.13,-2.08682160407517,-2.251721982164492
0.14,-2.1316877620487915,-2.2150812387664995
0.15,-2.17333500325973,-2.1838958346312687
0.16,-2.212995280220413,-2.158838584108184
0.17,-2.2518183805296226,-2.139243155024809
0.18,-2.29045854586345,-2.12390310939228
0.19,-2.3290113152085654,-2.1115217319872746
0.2,-2.3672108282548425,-2.100844086517511
0.21,-2.4046000387046575,-2.0904177173547924
0.22,-2.4405378036219956,-2.0784869765946676
0.23,-2.474179763418776,-2.0632557590725478
0.24,-2.504678617603527,-2.04328272938993
0.25,-2.53150964997185,-2.0181638257416474
0.26,-2.5547234783099046,-1.9890866029915966
0.27,-2.5749250533895394,-1.958367632796606
0.28,-2.5929224042901535,-1.9280345661228664
0.29,-2.6094453131618307,-1.8987481139049658
0.3,-2.625077377123366,-1.870113393153619
0.31,-2.640196610298981,-1.8419304799006107
0.32,-2.6549046680443777,-1.8150713984782094
0.33,-2.668934490245985,-1.7911177379413032
0.34,-2.6816202617867617,-1.7712275406157567
0.35000000000000003,-2.6920958676218327,-1.7553224534462495
0.36,-2.6996779096491546,-1.7421475377933222
0.37,-2.7043282569467637,-1.7300136861110977
0.38,-2.7068821483820398,-1.7173980792664656
0.39,-2.7086195252341825,-1.703197826270128
0.4,-2.710558426448148,-1.6872565757565754
0.41000000000000003,-2.7131638881905,-1.6705406449802482
0.42,-2.7163211725322722,-1.654238767539207
0.43,-2.719320560281813,-1.6390984032141347
0.44,-2.721163565892383,-1.625695513220845
0.45,-2.7211058578728546,-1.6145942854563933
0.46,-2.7188135150607433,-1.6059741851013902
0.47000000000000003,-2.71416588015387,-1.5990313988161249
0.48,-2.707298931402116,-1.5918738063221631
0.49,-2.69879730056595,-1.582789550658629
0.5,-2.6894217812371934,-1.5717841399058308
0.51,-2.679521177331356,-1.560397058400605
0.52,-2.668892120328298,-1.550546881590298
0.53,-2.65726080456737,-1.5439189860439164
0.54,-2.644894710231333,-1.5414661517291963
0.55,-2.6325744970386937,-1.5430933176185997
0.56,-2.6207649092639813,-1.5481185190629623
0.5700000000000001,-2.6091148656188503,-1.5555739678823375
0.58,-2.596946907652729,-1.5640125075992313
0.59,-2.583852114867992,-1.5718200514788947
0.6,-2.5697154072991,-1.5778753979970197
0.61,-2.5546004821515145,-1.5817891400557655
0.62,-2.5388948329694183,-1.583709244179504
0.63,-2.5234724166856473,-1.583861448160475
0.64,-2.509491794361453,-1.582203133338816
0.65,-2.4978241555140834,-1.5784832313794257
0.66,-2.4886097226452693,-1.5726068235359771
0.67,-2.481275814043268,-1.5650815970237875
0.68,-2.4747825220761235,-1.556932912405211
0.6900000000000001,-2.467903904396828,-1.5492666276443126
0.7000000000000001,-2.4595040726535045,-1.5434586574894578
0.71,-2.448757107515706,-1.54133241532754
0.72,-2.4352682411327087,-1.544391528834354
0.73,-2.419006821569688,-1.5531628679030534
0.74,-2.4001010643490512,-1.5674511006412852
0.75,-2.378615034999252,-1.5866037007433613
0.76,-2.354367593202849,-1.6091712195264747
0.77,-2.3270048863879427,-1.6326205212988745
0.78,-2.29645338763794,-1.6538414216969481
0.79,-2.2632954842301474,-1.670403709685432
0.8,-2.2286238891674306,-1.6818163944393452
0.81,-2.1936786245946918,-1.6896828505618824
0.8200000000000001,-2.159643111680255,-1.6964726848295009
0.8300000000000001,-2.127514426940606,-1.7038632935613178
0.84,-2.0979158951871932,-1.71200091769077
0.85,-2.07090791832923,-1.7204152939747663
0.86,-2.0460007461213685,-1.7294334586862121
0.87,-2.022503901003816,-1.7403976521992126
0.88,-2.0000016197381942,-1.7548076985687981
0.89,-1.9785873813624206,-1.7735090504923314
0.9,-1.9586639661021845,-1.7964422878393935
0.91,-1.9405077842311222,-1.8227166393006
0.92,-1.9240343519059742,-1.8508175826045807
0.93,-1.908860777861368,-1.8791972311417395
0.9400000000000001,-1.894442057891644,-1.9071410499842514
0.9500000000000001,-1.8801473457148032,-1.9351487408414088
0.96,-1.8652865829604444,-1.9643566666768382
0.97,-1.849209164618629,-1.9954702719632103
0.98,-1.8315089702213663,-2.028336322690663
0.99,-1.8121219169669183,-2.0624742156080274
1.0,-1.791230278093469,-2.0974196805539336
1.01,-1.7691145751657482,-2.1324875200822957
1.02,-1.746081555893886,-2.1665871021588603
1.03,-1.7225600341442504,-2.1982403486452418
1.04,-1.6992008936045744,-2.2259624882302917
1.05,-1.6767837953351519,-2.248961150187812
1.06,-1.6559259387453562,-2.267578699948998
1.07,-1.636689531193271,-2.283138177354617
1.08,-1.618416274923263,-2.2973000997437776
1.09,-1.6001282107714545,-2.311446950356549
1.1,-1.5812580923601955,-2.326530451216527
1.11,-1.5620110026268894,-2.3433378661574715
1.12,-1.5431711113783089,-2.3626949100975025
1.1300000000000001,-1.5257119963707593,-2.3850964912646204
1.1400000000000001,-1.5104678289742552,-2.4103241296819813
1.1500000000000001,-1.4979150260557583,-2.4378595121996374
1.16,-1.4880307260012229,-2.46732016541987
1.17,-1.4803079368324066,-2.4979787385873164
1.18,-1.4739905608323844,-2.528330749755269
1.19,-1.4683192856281662,-2.556822487189681
1.2,-1.4626005685764096,-2.5828679418018314
1.21,-1.456165723834382,-2.6069382458623793
1.22,-1.448428936435589,-2.6301076562408117
1.23,-1.4390967644055437,-2.6538453350405162
1.24,-1.428338028256555,-2.6798437434304225
1.25,-1.4167846209182153,-2.709383291470545
1.26,-1.4053111037714758,-2.7426628574942202
1.27,-1.394611566798875,-2.7788096891352514
1.28,-1.3849415035402113,-2.816317856661884
1.29,-1.376247313679946,-2.8535663230353205
1.3,-1.3682181496360266,-2.8893732908688246
