time,ML,AP
0.0,-0.09923501082996461,0.12444932696284092
0.01,-0.09662604943433181,0.09212175211034246
0.02,-0.09485205790548193,0.06287908880396997
0.03,-0.0934192780143861,0.03766899166036583
0.04,-0.09123486199996445,0.01523960996103571
0.05,-0.08690233121730462,-0.0070664613301748
0.06,-0.0791666401037054,-0.031442102110833064
0.07,-0.06722694940973035,-0.058379198806931654
0.08,-0.05103089619008551,-0.08679517988710322
0.09,-0.03144191341369404,-0.11511760715354516
0.1,-0.009969033286193273,-0.14231349367453783
0.11,0.011866762076788905,-0.16803972521453986
0.12,0.03313601126858311,-0.1920918526791345
0.13,0.05370160806709329,-0.21388511604253568
0.14,0.07386452094094952,-0.23260246304408408
0.15,0.09378638722791911,-0.24799322420278289
0.16,0.11316995072998948,-0.2611307739391017
0.17,0.13139864728429726,-0.2742088883331467
0.18,0.1479596535817106,-0.28909389951753545
0.19,0.16270374480129585,-0.3058743091981376
0.2,0.1757505786205525,-0.3226876560801595
0.21,0.18731305815684424,-0.33652974575465244
0.22,0.1977508857143,-0.34447456908752233
0.23,0.2076847419027594,-0.34486988594925394
0.24,0.21781328631778366,-0.3378929878499559
0.25,0.22855919136065547,-0.3253119108289783
0.26,0.2398350149663539,-0.30971755925910915
0.27,0.2509323481673924,-0.294112954366641
0.28,0.26070323445116167,-0.2819926977714249
0.29,0.2681259838651094,-0.2765288500726987
0.3,0.2726465102112473,-0.27901194953365527
0.31,0.27405654839604937,-0.28844926136640076
0.32,0.27254940189154964,-0.3025197799303149
0.33,0.2690573179932835,-0.3184183308210783
0.34,0.2652616636024084,-0.3333394799636961
0.35000000000000003,0.2630362831324815,-0.3451274054188038
0.36,0.26362571413064556,-0.3525316682114572
0.37,0.2671099576379227,-0.35475760359927977
0.38,0.272483442843077,-0.3512352026635293
0.39,0.2782482424467734,-0.34185637468645474
0.4,0.2831807106912694,-0.32687174643974326
0.41000000000000003,0.2867934121324515,-0.3065416362528926
0.42,0.28937664404492414,-0.2812276773284394
0.43,0.2917131008240509,-0.2519001435555089
0.44,0.29452137224113334,-0.22056560925436683
0.45,0.2980001375328248,-0.18991561700944254
0.46,0.3017166594553961,-0.16231406898325856
0.47000000000000003,0.3047549488152227,-0.1391680678964794
0.48,0.30605545719159377,-0.12101122265185403
0.49,0.3047620307906068,-0.10791663192870235
0.5,0.3004782350996392,-0.09982355584104666
0.51,0.2935340944916806,-0.09649644086034079
0.52,0.28490486708730967,-0.09739673912145973
0.53,0.2756647175530979,-0.10196950452102815
0.54,0.2667005964428854,-0.11014515730978992
0.55,0.25867153279207256,-0.1221948113561516
0.56,0.2516776467669277,-0.13787663825670332
0.5700000000000001,0.2450834428067508,-0.15612361349869158
0.58,0.23805455515878024,-0.17574441452832046
0.59,0.2304153438173366,-0.19591345638951513
0.6,0.22291293689067188,-0.21578964442272203
0.61,0.21655964583024426,-0.23405552009387154
0.62,0.21177150994010605,-0.24882674313526532
0.63,0.20809406707148506,-0.2578565537782359
0.64,0.20460985725884293,-0.25950206995138925
0.65,0.2005441390842873,-0.25392555031331177
0.66,0.19549491283520326,-0.24286738683178466
0.67,0.18929111886545372,-0.22852056947707794
0.68,0.18194707384588418,-0.21302547405361916
0.6900000000000001,0.17376581902593705,-0.1980123767740723
0.7000000000000001,0.16524504505644613,-0.18399383650101397
0.71,0.15680199549604512,-0.17084895219382207
0.72,0.14850801692432564,-0.1589292536081844
0.73,0.1399825302959649,-0.1491964020727093
0.74,0.13075758262973264,-0.14258874445412256
0.75,0.12089673998023073,-0.13952558412615068
0.76,0.11101946960746945,-0.1396362779934559
0.77,0.10164292037099301,-0.14189045584023938
0.78,0.09288233559400286,-0.1453631237552686
0.79,0.08482073143094832,-0.1499277326962033
0.8,0.07755125691780912,-0.1561253346143738
0.81,0.0707191580639083,-0.16451397454903433
