time,ML,AP
0.0,-2.461131642688347,-1.0413534282051067
0.01,-2.273521980171823,-1.081209448753666
0.02,-2.0921111048726857,-1.11957247574759
0.03,-1.9169144882784783,-1.1558598661499857
0.04,-1.7479877268651787,-1.1901074292402734
0.05,-1.5852979126974325,-1.2223718919935895
0.06,-1.428772543678559,-1.2526911649253025
0.07,-1.2786671955608866,-1.2814562722196872
0.08,-1.1356989091070215,-1.3095644984759904
0.09,-1.0007340354080663,-1.3381626454989832
0.1,-0.8744179639928009,-1.3682737855943463
0.11,-0.7570050963558888,-1.4005639412438102
0.12,-0.6483761906904243,-1.435334110305861
0.13,-0.5482858030647646,-1.4728618817814987
0.14,-0.4565937551623679,-1.5137985723458118
0.15,-0.37297053573392663,-1.558950036214519
0.16,-0.29644127183731156,-1.6087223706830946
0.17,-0.22550393637127863,-1.6631557414653528
0.18,-0.15866491363779273,-1.7222629521229926
0.19,-0.09488407727366001,-1.7861093797533043
0.2,-0.03373092209620882,-1.8548951442696495
0.21,0.02466861342452756,-1.928680432201393
0.22,0.07973870951701754,-2.0065173264551612
0.23,0.13077451811668547,-2.0862126393339357
0.24,0.17745084366311292,-2.165199587321686
0.25,0.2199397509856202,-2.241382533430211
0.26,0.2585611712717,-2.3132541620053924
0.27,0.29356861818808044,-2.3797833025580064
0.28,0.32531845924360314,-2.440634525963495
0.29,0.3543073996617139,-2.496250433550352
0.3,0.3808372763449557,-2.547657938131479
0.31,0.40494967558284517,-2.596450001010497
0.32,0.42665233944406544,-2.6441923694231084
0.33,0.44580453837221884,-2.691442565506803
0.34,0.4619132092497451,-2.7380780599009817
0.35000000000000003,0.47443100016812706,-2.7843712178279905
0.36,0.48332046279600155,-2.8310741490045315
0.37,0.4892992937852436,-2.878969572234792
0.38,0.49363192426463953,-2.9289476744079943
0.39,0.4975570725223986,-2.981992909799664
0.4,0.5015476448591081,-3.0384530861213443
0.41000000000000003,0.5049686024015648,-3.0975596652529367
0.42,0.5065003915710583,-3.157901561824385
0.43,0.5049442822263118,-3.218124367445756
0.44,0.49982867659341373,-3.277158508596812
0.45,0.49147094527208307,-3.334448295112775
0.46,0.48057101593440776,-3.39077657794587
0.47000000000000003,0.4678191631425515,-3.448678153501973
0.48,0.4536398693389549,-3.5112230521972747
0.49,0.4379933439387139,-3.5799278329836435
0.5,0.4203985338142913,-3.6536399253929575
0.51,0.40023768956840505,-3.729325521906383
0.52,0.3771792034236075,-3.8037571344106014
0.53,0.35129370154017375,-3.874454979527368
0.54,0.3228488714482038,-3.9398118423688486
0.55,0.29224560385789594,-3.999141501603149
0.56,0.25993401807117167,-4.052458198361768
0.5700000000000001,0.2261080984017468,-4.099925303925121
0.58,0.1906622036871711,-4.141794454764674
0.59,0.15355766404223714,-4.178680570949124
0.6,0.11495274543285207,-4.211265095767266
0.61,0.07481344546205457,-4.2398920610293525
0.62,0.03274182458403539,-4.264872474531268
0.63,-0.011697382659607118,-4.287184380802132
0.64,-0.05885696854317132,-4.30876385880415
0.65,-0.10901611989095483,-4.3322037154933035
0.66,-0.16197606715089957,-4.36019155965237
0.67,-0.21683917878084086,-4.39433124447369
0.68,-0.27244817851098646,-4.433965898480337
0.6900000000000001,-0.3278381149800907,-4.476757329744692
0.7000000000000001,-0.3822661221703838,-4.520360129850751
0.71,-0.4350957102023449,-4.563372195246211
0.72,-0.4859087674780636,-4.605318742216322
0.73,-0.5348374494862668,-4.6460215263543985
0.74,-0.58266790626544,-4.684993076908087
0.75,-0.630490425555889,-4.72164118646545
0.76,-0.679262003142066,-4.755739272734799
0.77,-0.7296661360985325,-4.786976923873633
0.78,-0.7820753401580944,-4.814636546913108
0.79,-0.8363254250686473,-4.838744083049513
0.8,-0.8916565990091947,-4.860630327251476
0.81,-0.9470354432301772,-4.881742398917066
0.8200000000000001,-1.0014209723412253,-4.902941050427452
0.8300000000000001,-1.0538988539434373,-4.924791547056962
0.84,-1.104000200696236,-4.947470840660229
0.85,-1.1519652027121137,-4.970501819154553
0.86,-1.1984830338850336,-4.9930575183817165
0.87,-1.2441125107040727,-5.014066686732977
0.88,-1.2889528121077294,-5.031541947903049
0.89,-1.3327308297861051,-5.04268176598273
0.9,-1.3750070772240077,-5.045520742785643
0.91,-1.415243110458171,-5.040199442318652
0.92,-1.4528998166869265,-5.028545526141996
0.93,-1.4877157725787122,-5.012821827847531
0.9400000000000001,-1.5198634284316652,-4.994916912037949
0.9500000000000001,-1.549801278458775,-4.976562100983492
0.96,-1.5780308713034539,-4.959802216563801
0.97,-1.6049537511085108,-4.946320765110205
